validScientificName,family.ORIG,biodiversityRelevance,nectarProduction,heatRequirement,coldRequirement,tempOptimum,continentality,light,moisture,soilReaction,nitrogen,phosphorus,salinity,grazing.Mowing,soilDisturbance,longevity,pollinatorDependence,phenology,extremePhenology,seedDormancy,seedBank,seedDisperser,nitrogenFixation,photosyntheticPathway,mycorrhiza,carnivory,parasitism,siliceousRock,ultrabasicRock,calcareousRock,dryHeath,dryMeadow,steppicMeadow,sandSteppe,moistHeath,moistMeadow,moistCalcareousMeadow,raisedBog,poor.AcidicFen,intermediate.RichFen,rich.CalcareousFen,tallHerb.Sedge.ReedMeadow,oligotrophicWater.Shores,mesotrophicWater.Shores,eutrophicWater.Shores,sandy.Stony.RockySeaShores,seaShoreMeadows,base.PoorWasteland,base.RichWasteland,arableLand,gravellyGround,ruderal,hedgerows.Thickets.Wood.MarginsandGroves,heath.TypeDeciduousForest,intermediateDeciduousForest,herb.RichDeciduousForest,alnusGlutinosaSwamp,fraxinus.Ulmus.AlnusIncanaSwamp,pinus.BetulaSwamp,piceaSwamp,heath.TypeConiferousForest,vaccinium.TypeConiferousForest,herb.RichConiferousForest,cacareousConiferForest,subalpineBetulaForest,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Potamogeton rutilus Wolfg.,Potamogetonaceae,1,1,7,5,9,4,7,11,7,5,2,1,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton rutilus Wolfg.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1705,1,wfo-0000769981,urn:lsid:ipni.org:names:603395-1,308710,Potamogeton rutilus,species,wfo-4000031022,Wolfg.,Potamogetonaceae,"","",,Potamogeton,"",rutilus,"",species,Valid,Mant. 3: 362 (1827),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Mant. 3 (Schultes & Schultes f.) 3: 362. 1827 [Jul-Dec 1827]  to Mant. 3: 362 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis",http://www.theplantlist.org/tpl1.1/record/kew-308710,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308710,"",FALSE,"","",""
Potamogeton trichoides Cham. & Schltdl.,Potamogetonaceae,1,1,13,2,3,5,7,11,7,4,2,1,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton trichoides Cham. & Schltdl.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,17,1706,1,wfo-0000770029,urn:lsid:ipni.org:names:603452-1,308755,Potamogeton trichoides,species,wfo-4000031022,Cham. & Schltdl.,Potamogetonaceae,"","",,Potamogeton,"",trichoides,"",species,Valid,Linnaea 2: 175 (1827),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Linnaea 2(2): 175. 1827 [Apr 1827]  to Linnaea 2: 175 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",http://www.theplantlist.org/tpl1.1/record/kew-308755,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308755,"",FALSE,"","",""
Potamogeton trichoides Cham. & Schltdl.,Potamogetonaceae,1,1,13,2,3,5,7,11,7,4,2,1,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton trichoides Cham. & Schltdl.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,17,1706,2,wfo-0000769771,urn:lsid:ipni.org:names:603164-1,308520,Potamogeton confervoides,species,wfo-4000031022,Rchb.,Potamogetonaceae,"","",,Potamogeton,"",confervoides,"",species,Valid,Icon. Fl. Germ. Helv. 7: 13 (1845),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Icon. Fl. Germ. Helv. (H.G.L. Reichenbach) 7: 13. 1845 [Jan-Nov 1845]  to Icon. Fl. Germ. Helv. 7: 13 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre",http://www.theplantlist.org/tpl1.1/record/kew-308520,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308520,"",TRUE,Synonym,wfo-0000770030,Potamogeton trichoides
Potamogeton trichoides Cham. & Schltdl.,Potamogetonaceae,1,1,13,2,3,5,7,11,7,4,2,1,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton trichoides Cham. & Schltdl.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,17,1706,3,wfo-0000769966,urn:lsid:ipni.org:names:208919-2,308698,Potamogeton pusillus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",pusillus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308698 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308698,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308698,"",TRUE,Synonym,wfo-0000770031,Potamogeton trichoides
Potentilla alba L.,Rosaceae,4,3,12,4,5,7,4,3,6,4,3,1,5,,4,1,,,"",2,Myr,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,Potentilla alba L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,1707,1,wfo-0001326492,urn:lsid:ipni.org:names:919578-1,919578-1,Potentilla alba f. obovata,form,"",(Th.Wolf) Diklić,Rosaceae,"","",,Potentilla,"",alba,obovata,form,"",Glasn. Prir. Muz. Beogradu 35: 19 (1980):.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Potentilla anglica Laichard.,Rosaceae,4,3,11,5,7,5,5,5,5,3,3,1,6,4,4,1,8,1,"",4,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla anglica Laichard.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,1708,1,wfo-0001017376,urn:lsid:ipni.org:names:727633-1,805,Potentilla anglica,species,wfo-4000031030,Laichard.,Rosaceae,"","",,Potentilla,"",anglica,"",species,Valid,Veg. Europ. 1: 475 (1790),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Vegetabilia europaea ; 1790 475 1790  to Veg. Europ. 1: 475 (1790), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",http://www.theplantlist.org/tpl1.1/record/rjp-805,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-805,"",FALSE,"","",""
Potentilla argentea L.,Rosaceae,4,3,5,3,8,5,7,2,4,2,4,1,3,7,3,0c,8,1,"",4,Passive,0,C3,AM,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla argentea L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,1709,1,wfo-0000991030,urn:lsid:ipni.org:names:727659-1,19636,Potentilla argentea,species,"",Willd. ex Ledeb.,Rosaceae,"","",,Potentilla,"",argentea,"",species,"","Fl. Ross. (Ledeb.) 2(1,4): 48. 1843 [Sep 1843]",Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Flora rossica ; 1841 48 1843  to Fl. Ross. (Ledeb.) 2(1,4): 48. 1843 [Sep 1843] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http:",http://www.theplantlist.org/tpl1.1/record/rjp-19636,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-19636,"",FALSE,"","",""
Potentilla argentea L.,Rosaceae,4,3,5,3,8,5,7,2,4,2,4,1,3,7,3,0c,8,1,"",4,Passive,0,C3,AM,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla argentea L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,1709,2,wfo-0001012286,"",53765,Potentilla argentea,species,"",Hook.f.,Rosaceae,"","",,Potentilla,"",argentea,"",species,"",The flora of British India (Rosaceae) ; 1878 356 1878,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-53765 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-53765 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-53765,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-53765,"",FALSE,"","",""
Potentilla argentea L.,Rosaceae,4,3,5,3,8,5,7,2,4,2,4,1,3,7,3,0c,8,1,"",4,Passive,0,C3,AM,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla argentea L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,1709,3,wfo-0001013090,"",56386,Potentilla argentea,species,"",Don ex Trevelyan,Rosaceae,"","",,Potentilla,"",argentea,"",species,"",On the vegetation and temperature of the Faroe Islands ; 1837 10 1837,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-56386 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-56386 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-56386,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-56386,"",FALSE,"","",""
Potentilla argentea L.,Rosaceae,4,3,5,3,8,5,7,2,4,2,4,1,3,7,3,0c,8,1,"",4,Passive,0,C3,AM,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla argentea L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,1709,4,wfo-0001016312,urn:lsid:ipni.org:names:727660-1,694,Potentilla argentea,species,wfo-4000031030,L.,Rosaceae,"","",,Potentilla,"",argentea,"",species,Valid,Sp. Pl. : 497 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 497 1753  to Sp. Pl. : 497 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-694,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-694,"",FALSE,"","",""
Potentilla atrosanguinea G. Lodd. ex D. Don,Rosaceae,3,3,4,11,13,7,6,4,6,4,3,1,3,7,4,"",,,2,,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla atrosanguinea G. Lodd. ex D. Don,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,19,1710,1,wfo-0000998194,urn:lsid:ipni.org:names:727691-1,28141,Potentilla atrosanguinea,species,"",Raf.,Rosaceae,"","",,Potentilla,"",atrosanguinea,"",species,"",Autik. Bot. 165. 1840,Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Autikon Botanikon ; 1840 165 1840  to Autik. Bot. 165. 1840 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/rjp-28141,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-28141,"",FALSE,"","",""
Potentilla atrosanguinea G. Lodd. ex D. Don,Rosaceae,3,3,4,11,13,7,6,4,6,4,3,1,3,7,4,"",,,2,,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla atrosanguinea G. Lodd. ex D. Don,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,19,1710,2,wfo-0001002104,"",32507,Potentilla atrosanguinea,species,"","Lodd., G.Lodd. & W.Lodd.",Rosaceae,"","",,Potentilla,"",atrosanguinea,"",species,"","The Botanical cabinet; consisting of coloured delineations of plants from all countries, with a short account of each [etc.] ; 1818 t.786 1823",Unchecked,"","",,"Source in seed data: rjp Updated Author from G.Lodd. to Lodd., G.Lodd. & W.Lodd., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-32507 >The Pl",http://www.theplantlist.org/tpl1.1/record/rjp-32507,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-32507,"",FALSE,"","",""
Potentilla atrosanguinea G. Lodd. ex D. Don,Rosaceae,3,3,4,11,13,7,6,4,6,4,3,1,3,7,4,"",,,2,,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla atrosanguinea G. Lodd. ex D. Don,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,19,1710,3,wfo-0001018151,urn:lsid:ipni.org:names:727690-1,8962,Potentilla atrosanguinea,species,wfo-4000031030,"Lodd., G.Lodd. & W.Lodd.",Rosaceae,"","",,Potentilla,"",atrosanguinea,"",species,Valid,Prodr. Fl. Nepal. : 232 (1825),Accepted,"","",,"Source in seed data: rjp Updated scientificnameAuthorship from G.Lodd. ex D.Don to Lodd., G.Lodd. & W.Lodd., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-8962 >",http://www.theplantlist.org/tpl1.1/record/rjp-8962,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-8962,"",FALSE,"","",""
Potentilla chamissonis Hultén,Rosaceae,2,3,1,16,17,,7,4,7,3,4,1,6,4,4,"",,,"",,Passive,0,C3,AM,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla chamissonis Hultén,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1711,1,wfo-0001006130,urn:lsid:ipni.org:names:209076-2,3925,Potentilla chamissonis,species,wfo-4000031030,Hultén,Rosaceae,"","",,Potentilla,"",chamissonis,"",species,Valid,Bot. Not. 1945: 140 (1945),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from ; 1945 140 1945  to Bot. Not. 1945: 140 (1945), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3925 >The Plan",http://www.theplantlist.org/tpl1.1/record/rjp-3925,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-3925,"",FALSE,"","",""
Potentilla crantzii,Rosaceae,4,3,1,7,13,6,6,4,6,3,4,1,5,4,4,1,,,3,2,Passive,0,C3,AM,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla crantzii (Crantz) Beck ex Fritsch,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1712,1,wfo-0000990434,urn:lsid:ipni.org:names:727916-1,19,Potentilla crantzii,species,wfo-4000031030,(Crantz) Fritsch,Rosaceae,"","",,Potentilla,"",crantzii,"",species,Valid,Excursionsfl. Oesterreich : 295 (1897),Accepted,"",wfo-0001013121,,"Source in seed data: rjp Updated scientificnameAuthorship from (Crantz) Beck ex Fritsch to (Crantz) Fritsch, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-19 >Th",http://www.theplantlist.org/tpl1.1/record/rjp-19,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-19,"",FALSE,"","",""
Potentilla crantzii,Rosaceae,4,3,1,7,13,6,6,4,6,3,4,1,5,4,4,1,,,3,2,Passive,0,C3,AM,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla crantzii (Crantz) Beck ex Fritsch,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1712,2,wfo-0001005097,"",37062,Potentilla crantzii,species,"",(Crantz) Beck,Rosaceae,"","",,Potentilla,"",crantzii,"",species,"",Flora von Nieder-™sterreich ; 1890 760 1892,Unchecked,"","",,"Source in seed data: rjp KEEP - Duplication Type 5 - Taxon present in kew, DROP - wfo-0001005098: http://www.theplantlist.org/tpl1.1/record/rjp-37063 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-37062 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/rjp-37062,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-37062,"",FALSE,"","",""
Potentilla crantzii,Rosaceae,4,3,1,7,13,6,6,4,6,3,4,1,5,4,4,1,,,3,2,Passive,0,C3,AM,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla crantzii (Crantz) Beck ex Fritsch,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1712,3,wfo-0001005098,"",37063,Potentilla crantzii,species,"",(Crantz) Beck ex Lindm.,Rosaceae,"","",,Potentilla,"",crantzii,"",species,"",Svensk fanerogamflora ; 1918 327 1918,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-37063 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-37063 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-37063,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-37063,"",FALSE,"","",""
Potentilla erecta,Rosaceae,4,3,3,2,8,4,5,6,4,3,2,1,5,2,4,2,6,3,"",4,Passive,0,C3,AM,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,Potentilla erecta (L.) Raeusch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1713,1,wfo-0000984938,urn:lsid:ipni.org:names:60457410-2,1192,Potentilla erecta,species,wfo-4000031030,(L.) Raeusch.,Rosaceae,"","",,Potentilla,"",erecta,"",species,Valid,"Nomencl. Bot. , ed. 3: 152 (1797)",Accepted,"",wfo-0000984985,,"Source in seed data: rjp Update namepublishedIn from Nomencl. Bot. [Raeusch.] 152. 1797  to Nomencl. Bot. , ed. 3: 152 (1797), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",http://www.theplantlist.org/tpl1.1/record/rjp-1192,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1192,"",FALSE,"","",""
Potentilla erecta,Rosaceae,4,3,3,2,8,4,5,6,4,3,2,1,5,2,4,2,6,3,"",4,Passive,0,C3,AM,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,Potentilla erecta (L.) Raeusch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1713,2,wfo-0000989766,"",17955,Potentilla erecta,species,"",(L.) Hampe,Rosaceae,"","",,Potentilla,"",erecta,"",species,"",; 1837 50 1837,Unchecked,"",wfo-0000984985,,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-17955 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-17955 >The Plant List v.1.0</a>,"","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-17955,"",FALSE,"","",""
Potentilla erecta,Rosaceae,4,3,3,2,8,4,5,6,4,3,2,1,5,2,4,2,6,3,"",4,Passive,0,C3,AM,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,Potentilla erecta (L.) Raeusch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1713,3,wfo-0000991035,urn:lsid:ipni.org:names:728039-1,19640,Potentilla erecta,species,"",Uspenski ex Ledeb.,Rosaceae,"","",,Potentilla,"",erecta,"",species,"","Fl. Ross. (Ledeb.) 2(1,4): 45. 1843 [Sep 1843]",Unchecked,"","",,"Source in seed data: rjp Updated Author from M.S.Uspensk. ex Ledeb. to Uspenski ex Ledeb., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1964",http://www.theplantlist.org/tpl1.1/record/rjp-19640,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-19640,"",FALSE,"","",""
Potentilla erecta,Rosaceae,4,3,3,2,8,4,5,6,4,3,2,1,5,2,4,2,6,3,"",4,Passive,0,C3,AM,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,Potentilla erecta (L.) Raeusch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1713,4,wfo-0001004690,urn:lsid:ipni.org:names:728040-1,36577,Potentilla erecta,species,"",H.Karst.,Rosaceae,"","",,Potentilla,"",erecta,"",species,"",Deut. Fl. (Karsten) 764. 1882 [Jul 1882],Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Illustrirtes Repetitorium der pharmaceutisch-medicinischen Botanik ; 1886 166 1886  to Deut. Fl. (Karsten) 764. 1882 [Jul 1882] , according to IPNI. Information provided by Alan E. on email Jul. 15 20",http://www.theplantlist.org/tpl1.1/record/rjp-36577,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-36577,"",FALSE,"","",""
Potentilla erecta,Rosaceae,4,3,3,2,8,4,5,6,4,3,2,1,5,2,4,2,6,3,"",4,Passive,0,C3,AM,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,Potentilla erecta (L.) Raeusch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1713,5,wfo-0001006383,"",40033,Potentilla erecta,species,"",(L.) Mela,Rosaceae,"","",,Potentilla,"",erecta,"",species,"",Notiser ur S„llskapets pro Fauna et Flora Fennica f”rhandlingar ; 1858 314 1868,Unchecked,"",wfo-0000984985,,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40033 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40033 >The Plant List v.1.0</a>,"","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40033,"",FALSE,"","",""
Potentilla erecta,Rosaceae,4,3,3,2,8,4,5,6,4,3,2,1,5,2,4,2,6,3,"",4,Passive,0,C3,AM,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,Potentilla erecta (L.) Raeusch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1713,6,wfo-0000983388,urn:lsid:ipni.org:names:209483-2,1020,Potentilla recta,species,wfo-4000031030,L.,Rosaceae,"","",,Potentilla,"",recta,"",species,Valid,Sp. Pl. : 497 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 497 1753  to Sp. Pl. : 497 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-1020,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1020,"",TRUE,Synonym,wfo-0001014525,Potentilla erecta
Potentilla heptaphylla L.,Rosaceae,4,3,13,5,6,7,7,2,8,3,2,1,6,4,4,1,6,3,"",2,Passive,0,C3,AM,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potentilla heptaphylla L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,1714,1,wfo-0001018725,urn:lsid:ipni.org:names:729121-1,9588,Potentilla thuringiaca,species,wfo-4000031030,Bernh. ex Link,Rosaceae,"","",,Potentilla,"",thuringiaca,"",species,Valid,Enum. Hort. Berol. Alt. 2: 64 (1822),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Enum. Hort. Berol. Alt. 2: 64. 1822 [Jan-Jun 1822]  to Enum. Hort. Berol. Alt. 2: 64 (1822), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep",http://www.theplantlist.org/tpl1.1/record/rjp-9588,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-9588,"",TRUE,Synonym,wfo-0000983800,Potentilla heptaphylla
