validScientificName,scientificNameAuthorship,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Serjania trachygona,Radlk.,Dicot,perennial,liana,49.94,41.47,8.59,CS,7
Serratula tinctoria,L.,Dicot,perennial,forb,77.12,0.85,22.03,C/CR,1
Lomatocarum alpinum,Fisch. & C.A.Mey.,Dicot,perennial,forb,27.12,44.16,28.72,S/CSR,1
Seseli libanotis,W.D.J.Koch,Dicot,perennial,forb,70.43,2.86,26.7,C/CR,1
Seseli tortuosum subsp. kiabii,Akhani,Dicot,biennial,forb,45.66,54.34,0,CS,1
Sesleria albicans,Kit.,Monocot,perennial,graminoid,23.02,48.41,28.57,S/CSR,1
Sesleria caerulea,(L.) Ard.,Monocot,perennial,graminoid,22.49,66.86,10.65,S/CS,1
Setaria faberi,R.A.W.Herrm.,Monocot,annual,graminoid,35.73,38.02,26.25,CSR,1
Cenchrus americanus,(L.) Morrone,Monocot,annual,graminoid,23.86,40.39,35.75,SR/CSR,8
Setaria italica,(L.) P.Beauv.,Monocot,annual,graminoid,53.38,16.29,30.33,C/CSR,1
Setaria pumila,Roem. & Schult.,Monocot,annual,graminoid,33.93,21.28,44.79,CR/CSR,1
Setaria sphacelata,Stapf & C.E.Hubb. ex M.B.Moss,Monocot,perennial,graminoid,31.32,44.94,23.74,S/CSR,8
Setaria verticillata,(L.) P.Beauv.,Monocot,annual,graminoid,25.23,33.17,41.6,CSR,1
Setaria viridis,(L.) P.Beauv.,Monocot,annual,graminoid,27.3,38.97,33.73,CSR,1
Shorea acuminata,Dyer,Dicot,perennial,tree,56.2,43.35,0.45,CS,9
Shorea bracteolata,Dyer,Dicot,perennial,tree,26.09,68.4,5.5,S/CS,9
Shorea lepidota,(Korth.) Blume,Dicot,perennial,tree,40.51,59.49,0,CS,9
Shorea leprosula,Miq.,Dicot,perennial,tree,38.58,61.42,0,CS,9
Shorea macroptera,Dyer,Dicot,perennial,tree,33.89,66.11,0,S/CS,9
Shorea maxwelliana,King,Dicot,perennial,tree,36.89,63.11,0,S/CS,9
Shorea ovalis,(Korth.) Blume,Dicot,perennial,tree,28.02,67.59,4.39,S/CS,9
Shorea pauciflora,King,Dicot,perennial,tree,45.74,53.66,0.6,CS,9
Sibbaldia procumbens,L.,Dicot,perennial,forb,7.9,69.21,22.89,S/SR,1
Sicyos angulatus f. ohtanus,Asai,Dicot,annual,forb,59.91,0,40.09,CR,4
Sigesbeckia orientalis,L.,Dicot,annual,forb,64.24,0,35.76,C/CR,1
Silene acaulis,(L.) Jacq.,Dicot,perennial,forb,0,27.34,72.66,R/SR,1
Silene latifolia  subsp. alba,(Mill.) Greuter & Burdet,Dicot,perennial,forb,30.92,0,69.08,R/CR,1
Silene armeria var. sparsiflora,Schur,Dicot,annual,forb,22.21,0,77.79,R/CR,1
Silene chlorantha,Ehrh.,Dicot,perennial,forb,19.58,61.82,18.61,S/CSR,1
Silene colorata,Poir.,Dicot,annual,forb,17.57,0,82.43,R/CR,1
Silene cretica,L.,Dicot,annual,forb,25.09,0,74.91,R/CR,1
Silene dichotoma,Ehrh.,Dicot,annual,forb,39.24,0,60.76,CR,1
Silene dioica,(L.) Clairv.,Dicot,perennial,forb,49.56,0,50.44,CR,1
Silene elisabethae,Jan,Dicot,perennial,forb,50.12,14.06,35.82,CR/CSR,1
Silene flos-cuculi,(L.) Greuter & Burdet,Dicot,perennial,forb,42.17,5.81,52.02,CR,1
Silene gallica,L.,Dicot,biennial,forb,22.93,6.01,71.05,R/CR,1
Silene italica,(L.) Pers.,Dicot,perennial,forb,33.18,32.68,34.14,CSR,1
Silene linicola,C.C.Gmel.,Dicot,annual,forb,29.62,0,70.38,R/CR,1
Silene nivea,(Nutt.) Muhl. ex DC.,Dicot,perennial,forb,8.49,14.36,77.15,R/SR,4
Silene nutans,L.,Dicot,perennial,forb,40.36,1.98,57.66,CR,1
Silene otites,(L.) Wibel,Dicot,perennial,forb,29.41,66.72,3.88,S/CS,1
Silene rupestris,L.,Dicot,perennial,forb,8.34,13.35,78.31,R/SR,1
Silene saxatilis,Sims,Dicot,perennial,forb,20.35,24.5,55.15,R/CSR,1
Silene vulgaris,(Moench) Garcke,Dicot,perennial,forb,45.2,0,54.8,CR,1
Silphium laciniatum,L.,Dicot,perennial,forb,37.09,62.91,0,S/CS,4
Silphium terebinthinaceum var. sinuatum,M.A.Curtis,Dicot,perennial,forb,51.06,48.94,0,CS,4
Simarouba amara,Aubl.,Dicot,perennial,tree,56.5,33.01,10.49,C/CSR,7
Sinapis alba,L.,Dicot,annual,forb,61,0,39,CR,1
Sindora coriacea,Prain,Dicot,perennial,tree,36.93,62.96,0.1,S/CS,9
Siparuna guianensis,Aubl.,Dicot,perennial,tree,66.39,17.71,15.9,C/CS,7
Siparuna pauciflora,(Beurl.) A.DC.,Dicot,perennial,tree,76.55,7.88,15.56,C/CR,7
Siphanthera arenaria,Cogn.,Dicot,perennial,forb,0,100,0,S,7
Sisymbrium altissimum,L.,Dicot,biennial,forb,65.06,0,34.94,C/CR,1
Sisymbrium loeselii,L.,Dicot,annual,forb,47.95,17.33,34.72,CR/CSR,1
Sisyrinchium albidum,Raf.,Monocot,perennial,forb,9.93,71.49,18.58,S/SR,4
Sisyrinchium pendulum,Ravenna,Monocot,perennial,forb,15.65,63.08,21.26,S/CSR,7
Epilobium latifolium,L.,Dicot,perennial,aquatic,64.16,0,35.84,C/CR,1
Sloanea guianensis,Benth.,Dicot,perennial,tree,37.64,50.42,11.94,CS/CSR,7
Sloanea terniflora,Standl.,Dicot,perennial,tree,31.61,57.92,10.47,S/CSR,7
Smilax lasioneura,Hook.,Monocot,perennial,herbaceous vine,40.46,23.18,36.36,CR/CSR,4
Smyrnium perfoliatum,L.,Dicot,biennial,forb,48.06,22.54,29.4,C/CSR,1
Solanum asperum,Rich.,Dicot,perennial,shrub,36.45,28.37,35.18,CSR,7
Solanum circinatum subsp. ramosum,Bohs,Dicot,perennial,shrub,68.13,11.62,20.24,C/CR,7
Solanum dulcamara,L.,Dicot,perennial,tree,38.77,1.83,59.39,CR,1
Solanum hayesii,Fernald,Dicot,perennial,tree,74.89,14.24,10.88,C/CS,7
Solanum lanceifolium,Jacq.,Dicot,perennial,herbaceous vine,57.04,29.57,13.39,C/CSR,4
Solanum paludosum,Moric.,Dicot,perennial,shrub,39.75,57.32,2.93,CS,7
Solanum paniculatum,L.,Dicot,perennial,shrub,57.14,36.84,6.02,CS,7
Solanum steyermarkii,Carvalho,Dicot,perennial,shrub,45.12,24.33,30.55,C/CSR,7
Solanum tuberosum,L.,Dicot,perennial,forb,73.31,0,26.69,C/CR,7
Soldanella hungarica  subsp. major,(Neilr.) Pawl.,Dicot,perennial,forb,19.96,72.06,7.97,S/CS,1
Soldanella pusilla,Baumg.,Dicot,perennial,forb,6.45,61.1,32.45,S/SR,1
Solidago canadensis,L.,Dicot,perennial,forb,36.73,40.22,23.05,CS/CSR,2
Solidago gigantea,Aiton,Dicot,perennial,forb,31.81,54.07,14.12,S/CSR,2
Euthamia graminifolia,(L.) Nutt.,Dicot,perennial,forb,25.99,68.71,5.3,S/CS,2
Solidago juncea,Aiton,Dicot,perennial,forb,33.72,49.96,16.32,CS/CSR,2
Solidago nana,Nutt.,Dicot,perennial,forb,11.09,74.24,14.67,S/SR,4
Solidago nemoralis,Aiton,Dicot,perennial,forb,19.81,46.76,33.43,SR/CSR,4
Solidago rigida  subsp. rigida,"",Dicot,perennial,forb,53.62,39.22,7.17,CS,4
Solidago rugosa,Mill.,Dicot,perennial,forb,26.05,42.34,31.61,CSR,2
Solidago sciaphila,E.S.Steele,Dicot,perennial,forb,22.54,30.34,47.11,R/CSR,4
Solidago velutina,DC.,Dicot,perennial,shrub,16.56,71.01,12.43,S/CS,2
Solidago virgaurea var. virgaurea,"",Dicot,perennial,forb,31.12,46.86,22.02,S/CSR,1
Sonchus arvensis var. nanus,Phil.,Dicot,perennial,forb,13.11,56.86,30.03,S/CSR,1
Sonchus asper,(L.) Hill,Dicot,perennial,forb,78.6,0,21.4,C/CR,1
Sonchus oleraceus,L.,Dicot,perennial,forb,60.3,0,39.7,CR,1
Sonchus palustris,L.,Dicot,perennial,forb,55.5,8.98,35.51,CR,1
Sorbaria sorbifolia,(L.) A.Braun,Dicot,perennial,tree,64.05,20.69,15.26,C/CSR,1
Sorbus aria,(L.) Crantz,Dicot,perennial,tree,39.91,45.11,14.98,CS/CSR,1
Sorbus aucuparia,L.,Dicot,perennial,tree,53.01,39.29,7.71,CS,1
Sorbus intermedia,(Ehrh.) Pers.,Dicot,perennial,tree,39.22,51.85,8.94,CS,1
Sorbus torminalis,(L.) Crantz,Dicot,perennial,tree,47.01,24.76,28.23,C/CSR,1
Sorghastrum nutans,Nash in Small,Monocot,perennial,graminoid,23.81,58.88,17.31,S/CSR,4
Sorghum bicolor,(L.) Moench,Monocot,annual,graminoid,58.42,26.48,15.1,C/CSR,8
Sorghum halepense,Pers.,Monocot,perennial,graminoid,56.86,18.98,24.16,C/CSR,1
Sorghum purpureosericeum,(Hochst. ex A.Rich.) Schweinf. & Asch.,Monocot,annual,graminoid,26.84,42.23,30.93,CSR,8
Sorocea affinis,Hemsl.,Dicot,perennial,shrub,31.29,46.36,22.35,S/CSR,7
Spachea membranacea,Cuatrec.,Dicot,perennial,tree,49.73,24.53,25.75,C/CSR,7
Sparganium emersum,Rehmann,Monocot,perennial,aquatic,51.14,0,48.86,CR,1
Sparganium erectum,L.,Monocot,perennial,forb,78.63,0,21.37,C/CR,1
Sparganium natans,L.,Monocot,perennial,aquatic,22.44,0,77.56,R/CR,1
Sparganium gramineum,Georgi,Monocot,perennial,aquatic,46.76,20.56,32.68,CR/CSR,1
Sporobolus anglicus,(C.E.Hubb.) P.M.Peterson & Saarela,Monocot,perennial,graminoid,34.05,65.95,0,S/CS,1
Spartina versicolor,Fabre,Monocot,perennial,graminoid,30.1,68.46,1.44,S/CS,1
Spartium junceum,L.,Dicot,perennial,tree,22.15,0,77.85,R/CR,1
Triodanis perfoliata,(L.) Nieuwl.,Dicot,annual,forb,7.99,10.22,81.78,R,4
Spergula arvensis,L.,Dicot,annual,forb,20.94,0,79.06,R/CR,1
Spergularia echinosperma,(Celak.) Asch. & Graebn.,Dicot,annual,forb,0,0,100,R,1
Spergularia media,(L.) C.Presl,Dicot,perennial,forb,0,0,100,R,1
Spergularia rubra,J.Presl & C.Presl,Dicot,biennial,forb,0,0,100,R,1
Spigelia aceifolia,Woodson,Dicot,perennial,shrub,0,100,0,S,7
Spiraea japonica  f. alpina,(Maxim.) Koidz.,Dicot,perennial,tree,30.18,35.64,34.19,CSR,1
Spiraea latifolia,Borkh.,Dicot,perennial,shrub,31.32,58.16,10.52,S/CSR,4
Spiraea salicifolia,L.,Dicot,perennial,shrub,17.75,59.73,22.52,S/CSR,1
Spiraea tomentosa  f. alba,(Weston) Rehder,Dicot,perennial,shrub,4.96,84.96,10.08,S,4
Spirodela polyrhiza,(L.) Schleid.,Monocot,perennial,aquatic,2.03,0,97.97,R,1
Spondias mombin,L.,Dicot,perennial,tree,72.24,21.34,6.42,C/CS,7
Spondias radlkoferi,Donn.Sm.,Dicot,perennial,tree,66.52,21.91,11.56,C/CS,7
Sporobolus clandestinus,Hitchc.,Monocot,perennial,graminoid,8.35,82.27,9.39,S,4
Sporobolus heterolepis,(A.Gray) A.Gray,Monocot,perennial,graminoid,14.34,66.26,19.4,S/SR,4
Sporobolus interruptus,Vasey ex Scribn.,Monocot,perennial,graminoid,8.4,87.06,4.53,S,4
Sporobolus vaginiflorus,(Torr. ex A.Gray) Alph.Wood,Monocot,annual,graminoid,1.78,53.01,45.21,SR,4
Sporobolus virginicus,(L.) Kunth,Monocot,perennial,graminoid,12.37,67.45,20.18,S/SR,4
Stachys alopecuros,Benth.,Dicot,perennial,forb,55.96,2.81,41.22,CR,1
Stachys officinalis,(L.) Trevis.,Dicot,perennial,forb,30.51,20.77,48.72,R/CSR,1
Stachys recta,L.,Dicot,perennial,forb,32.14,19.12,48.74,R/CSR,1
Stachys sylvatica var. minus,Gray,Dicot,perennial,forb,44.19,0,55.81,CR,1
Stachys tenuifolia,Willd.,Dicot,perennial,forb,24.39,53.56,22.05,S/CSR,4
Staphylea pinnata,L.,Dicot,perennial,tree,53.39,16.32,30.29,C/CSR,1
Stellaria graminea,L.,Dicot,perennial,forb,14.46,12.46,73.08,R/CR,1
Stellaria media,(L.) Vill.,Dicot,perennial,forb,5.03,0,94.97,R,1
Stellaria neglecta,(Lej.) Weihe,Dicot,perennial,forb,18.82,0,81.18,R/CR,1
Stellaria cuspidata,D.F.K.Schltdl.,Dicot,perennial,forb,26.59,4.48,68.93,R/CR,1
Stellaria pallida,(Dumort.) Crép.,Dicot,perennial,forb,3.78,0,96.22,R,1
Stellaria uliginosa,Murray,Dicot,annual,forb,4.96,0,95.04,R,1
Tabernaemontana grandiflora,Jacq.,Dicot,perennial,tree,43.43,3.88,52.69,CR,7
Sterculia apetala,(Jacq.) H.Karst.,Dicot,perennial,tree,78.79,18.34,2.87,C/CS,7
Stigmaphyllon lindenianum,A.Juss.,Dicot,perennial,liana,59.65,0,40.35,CR,7
Stipa capillata,L.,Monocot,perennial,graminoid,11.06,88.94,0,S,1
Stipa pulcherrima,K.Koch,Monocot,perennial,graminoid,13.32,86.68,0,S,1
Stipa spartea,Trin.,Monocot,perennial,graminoid,26.5,73.5,0,S/CS,2
Stizophyllum inaequilaterum,Bureau & K.Schum.,Dicot,perennial,liana,42.52,31.38,26.1,CSR,7
Stratiotes aloides,L.,Monocot,perennial,aquatic,57.84,0,42.16,CR,1
Strychnos panamensis,Seem.,Dicot,perennial,liana,32.47,56.59,10.94,S/CSR,7
Strychnos toxifera,Schomburgk ex Lindl.,Dicot,perennial,tree,45.02,41.18,13.8,CS/CSR,7
Stryphnodendron pulcherrimum,(Willd.) Hochr.,Dicot,perennial,tree,14.64,38.74,46.63,SR/CSR,7
Stylogyne turbacensis,(Kunth) Mez,Dicot,perennial,shrub,63.03,36.97,0,C/CS,7
Succisa pratensis,Moench,Dicot,annual,forb,35.52,33.42,31.06,CSR,1
Swartzia simplex,(Sw.) Spreng.,Dicot,perennial,tree,47.77,47.1,5.12,CS,7
Swertia iberica,Fisch. ex Boiss.,Dicot,perennial,forb,62.92,0,37.08,C/CR,1
Symphonia globulifera,L.f.,Dicot,perennial,tree,38.93,35,26.06,CSR,7
Symphoricarpos albus,(L.) S.F.Blake,Dicot,perennial,shrub,25.41,49.66,24.94,S/CSR,2
Symphyotrichum ascendens,(Lindl.) G.L.Nesom,Dicot,perennial,forb,15.99,73.09,10.92,S/CS,2
Symphyotrichum falcatum,(Lindl.) G.L.Nesom,Dicot,perennial,forb,9.57,46.25,44.18,SR,4
Symphyotrichum oolentangiense,(Riddell) G.L.Nesom,Dicot,perennial,forb,28.11,51.26,20.63,S/CSR,4
Symphytum officinale,L.,Dicot,perennial,forb,69.72,0,30.28,C/CR,1
Symphytum tuberosum,L.,Dicot,perennial,forb,44.89,0,55.11,CR,1
Comanthera cipoensis,(Ruhland) L.R.Parra & Giul.,Monocot,perennial,forb,17.28,82.72,0,S/CS,7
Syringa vulgaris,L.,Dicot,perennial,shrub,36.83,50.83,12.34,CS/CSR,1
Syzygium scortechinii,(King) Chantar. & J.Parn.,Dicot,perennial,tree,44.29,55.71,0,CS,9
Handroanthus guayacan,(Seem.) S.O.Grose,Dicot,perennial,tree,58.02,31.14,10.84,C/CSR,7
Tabebuia rosea,(Bertol.) Bertero ex A.DC.,Dicot,perennial,tree,81.72,9.62,8.66,C,7
Tabebuia roseoalba,(Ridl.) Sandwith,Dicot,perennial,tree,45.03,34.17,20.8,CS/CSR,7
Tabernaemontana arborea,Rose,Dicot,perennial,tree,50.09,22.41,27.5,C/CSR,7
Tabernaemontana flavicans,Willd. ex Roem. & Schult.,Dicot,perennial,tree,67.12,12.41,20.47,C/CR,7
Tachigali densiflora,(Benth.) L.F.Gomes da Silva & H.C.Lima,Dicot,perennial,tree,48.02,45.88,6.1,CS,7
Tachigali versicolor,Standl. & L.O.Williams,Dicot,perennial,tree,68.95,24.97,6.08,C/CS,7
Talisia nervosa,Radlk.,Dicot,perennial,tree,73.82,26.18,0,C/CS,7
Talisia princeps,Oliv. in Hook.,Dicot,perennial,tree,72.87,25.94,1.19,C/CS,7
Dioscorea communis,(L.) Caddick & Wilkin,Monocot,perennial,forb,48.55,0,51.45,CR,1
Tanacetum corymbosum,(L.) Sch.Bip.,Dicot,perennial,forb,64.24,0,35.76,C/CR,1
Tanacetum parthenium,(L.) Sch.Bip.,Dicot,perennial,forb,39.79,3.24,56.97,CR,1
Tanacetum vulgare  subsp. vulgare,"",Dicot,perennial,forb,57.95,21.56,20.49,C/CSR,1
Tapirira guianensis,Aubl.,Dicot,perennial,tree,46.11,45.98,7.91,CS,7
Taraxacum confusum,Schischk.,Dicot,perennial,forb,50.75,0,49.25,CR,1
Taraxacum erythrospermum,Andrz. ex Besser,Dicot,perennial,forb,28.07,0.86,71.07,R/CR,1
Taraxacum fulvum,Raunk.,Dicot,perennial,forb,35.17,0,64.83,R/CR,1
Taraxacum erythrospermum,Andrz. ex Besser,Dicot,perennial,forb,11.37,63.34,25.28,S/SR,1
Taraxacum officinale,F.H.Wigg.,Dicot,perennial,forb,57.78,0.57,41.65,CR,1
Taraxacum schroeterianum,Hand.-Mazz.,Dicot,perennial,forb,19.75,0,80.25,R/CR,1
Taraxacum ceratophorum,(Ledeb.) DC.,Dicot,perennial,forb,26.27,0,73.73,R/CR,1
Tatianyx arnacites,(Trin.) Zuloaga & Soderstr.,Monocot,perennial,graminoid,9.18,90.82,0,S,7
Taxus baccata,L.,Gymnosperm,perennial,tree,1.7,98.3,0,S,1
Teesdalia nudicaulis,(L.) W.T.Aiton,Dicot,annual,forb,10.62,0,89.38,R,1
Tephrosia virginiana,(L.) Pers.,Dicot,perennial,shrub,55.56,26.58,17.86,C/CSR,4
Terminalia amazonia,Exell in Pulle,Dicot,perennial,tree,31.46,56.41,12.13,S/CSR,7
Terminalia oblonga,Steud.,Dicot,perennial,tree,34.58,41.36,24.06,CS/CSR,7
Tetracera breyniana,Schltdl.,Dicot,perennial,tree,38.96,61.04,0,CS,7
Tetracera hydrophila,Triana & Planch.,Dicot,perennial,liana,52.6,40.5,6.9,CS,7
Protium stevensonii,(Standl.) Daly,Dicot,perennial,tree,58.17,41.83,0,CS,7
Lotus maritimus,L.,Dicot,perennial,forb,23.83,30.76,45.41,R/CSR,1
Tetrapterys microphylla,Nied.,Dicot,perennial,shrub,10.02,89.98,0,S,7
Tetrathylacium johansenii,Standl.,Dicot,perennial,tree,45.02,40.79,14.19,CS/CSR,4
Teucrium botrys,L.,Dicot,annual,forb,14.26,0,85.74,R,1
Teucrium canadense,L.,Dicot,perennial,forb,27.91,39.74,32.35,CSR,4
Teucrium capitatum,L.,Dicot,perennial,shrub,6.65,79.96,13.38,S/SR,1
Teucrium chamaedrys,L.,Dicot,perennial,shrub,10.61,71.39,17.99,S/SR,1
Teucrium montanum var. supinum,(L.) Mérat,Dicot,perennial,forb,1.81,76.09,22.1,S/SR,1
Teucrium polium var. laxum,Maire,Dicot,perennial,shrub,0,72.13,27.87,S/SR,1
Teucrium scordium,L.,Dicot,perennial,forb,13.53,4.45,82.02,R,1
Teucrium scorodonia,L.,Dicot,annual,forb,36.64,9.23,54.13,CR,1
Thalictrum alpinum,L.,Dicot,perennial,forb,5.25,75.52,19.23,S/SR,1
Thalictrum aquilegiifolium,L.,Dicot,perennial,forb,74.21,6.96,18.83,C/CR,1
Thalictrum dasycarpum,"Fisch., C.A.Mey. & Avé-Lall.",Dicot,perennial,forb,21.3,38.01,40.68,SR/CSR,2
Thalictrum dioicum,L.,Dicot,perennial,forb,16.18,20.57,63.25,R/CSR,4
Thalictrum flavum,L.,Dicot,perennial,forb,62.59,30.36,7.05,C/CS,1
Thalictrum fendleri,Engelm. ex A.Gray,Dicot,perennial,forb,53.78,33.01,13.21,C/CSR,4
Thalictrum minus,L.,Dicot,perennial,forb,55.26,28.47,16.28,C/CSR,1
Thelypteris palustris,Schott,Fern,perennial,forb,62.9,2.38,34.72,C/CR,1
Themeda triandra,Forssk.,Monocot,perennial,graminoid,19.48,67.53,12.99,S/CS,1
Theobroma cacao,L.,Dicot,perennial,tree,58.08,29.21,12.71,C/CSR,7
Thesium bavarum,Schrank,Dicot,perennial,forb,14.93,44.19,40.88,SR/CSR,1
Thesium linophyllon,L.,Dicot,perennial,forb,3.48,28.78,67.75,R/SR,1
Thesium pyrenaicum,Pourr.,Dicot,perennial,forb,5.53,17.07,77.4,R/SR,1
Thevetia ahouai,A.DC.,Dicot,perennial,tree,73.36,4.45,22.2,C/CR,7
Thinouia myriantha,Triana & Planch.,Dicot,perennial,tree,50.97,43.38,5.64,CS,7
Mummenhoffia alliacea,(L.) Esmailbegi & Al-Shehbaz,Dicot,annual,forb,13.02,0,86.98,R,1
Thlaspi arvense,L.,Dicot,annual,forb,18.72,0,81.28,R/CR,1
Noccaea ferganensis,(N.Busch) Czerep.,Dicot,perennial,forb,12.64,0,87.36,R,1
Noccaea rotundifolia,Moench,Dicot,perennial,forb,3.15,96.85,0,S,1
Thymus odoratissimus,Mill.,Dicot,perennial,shrub,0.27,74.31,25.42,S/SR,1
Thymus nummularius,M.Bieb.,Dicot,perennial,shrub,4.66,55.87,39.47,SR,1
Thymus praecox  subsp. polytrichus,(A.Kern. ex Borbás) Jalas,Dicot,perennial,shrub,0,85.49,14.51,S,1
Thymus praecox,Opiz,Dicot,perennial,shrub,0,69.14,30.86,S/SR,1
Thymus pulegioides,L.,Dicot,perennial,shrub,1.49,85.12,13.38,S,1
Thymus pulegioides,L.,Dicot,perennial,shrub,0,76.77,23.23,S/SR,1
Thymus serpyllum L.,"",Dicot,perennial,shrub,0,95.71,4.29,S,1
Thymus vulgaris var. varia,Alef.,Dicot,perennial,shrub,0,87.79,12.21,S,1
Thyrsodium spruceanum,Benth.,Dicot,perennial,tree,45.03,46.07,8.9,CS,7
Tilia × europaea L.,"",Dicot,perennial,tree,16.35,30.79,52.87,R/CSR,1
Tilia cordata,Mill.,Dicot,perennial,tree,40.78,44.64,14.58,CS/CSR,1
Tilia platyphyllos,Scop.,Dicot,perennial,tree,49.14,27.03,23.83,C/CSR,1
Tocoyena formosa,K.Schum.,Dicot,perennial,shrub,60.21,34.06,5.73,C/CS,7
Tocoyena pittieri,Standl.,Dicot,perennial,tree,74.61,17.77,7.62,C/CS,7
Tofieldia calyculata,(L.) Wahlenb.,Monocot,perennial,forb,17.49,69.54,12.97,S/CS,1
Tofieldia pusilla,(Michx.) Pers.,Monocot,perennial,forb,3.42,66.06,30.52,S/SR,1
Tolpis staticifolia,(All.) Sch.Bip.,Dicot,perennial,forb,39.88,0,60.12,CR,1
Tordylium maximum,L.,Dicot,biennial,forb,53.48,20.55,25.96,C/CSR,1
Torilis arvensis,(Huds.) Link,Dicot,annual,forb,29.98,18.23,51.79,R/CSR,1
Torilis nodosa,(L.) Gaertn.,Dicot,annual,forb,6.33,72.35,21.32,S/SR,1
Tovomita longifolia,Hochr.,Dicot,perennial,tree,53.5,42.64,3.85,CS,7
Townsendia exscapa,(Richardson) Porter,Dicot,perennial,forb,3.67,78.88,17.45,S/SR,4
Toxicodendron radicans,(L.) Kuntze,Dicot,perennial,forb,26.55,60.32,13.13,S/CSR,4
Apocynum venetum,L.,Dicot,perennial,shrub,13.81,66.01,20.18,S/SR,1
Trachycarpus fortunei,(Hook.) H.Wendl.,Monocot,perennial,tree,77.9,22.1,0,C/CS,1
Trachypogon spicatus,Kuntze,Monocot,perennial,graminoid,7.6,92.4,0,S,4
Tradescantia ohiensis,Raf.,Monocot,perennial,forb,51.21,0,48.79,CR,4
Tragia impedita,Prain,Dicot,perennial,shrub,25.72,41.38,32.9,CSR,8
Tragopogon dubius,Scop.,Dicot,perennial,forb,22.17,34.21,43.62,SR/CSR,1
Tragopogon porrifolius,L.,Dicot,biennial,forb,41.25,11.4,47.35,CR/CSR,1
Tragopogon pratensis,L.,Dicot,perennial,forb,28.12,16.09,55.79,R/CSR,1
Trapa natans,L.,Dicot,perennial,aquatic,33.07,41.64,25.29,CSR,1
Trattinnickia aspera,(Standl.) Swart,Dicot,perennial,tree,76.65,21.45,1.9,C/CS,7
Traunsteinera sphaerica,Schltr.,Monocot,perennial,forb,42.25,0,57.75,CR,1
Trema micrantha,(L.) Blume,Dicot,perennial,shrub,41.64,38.64,19.72,CS/CSR,7
Trichanthera gigantea,Humb. & Bonpl. ex Steud.,Dicot,perennial,tree,66.3,1.3,32.4,C/CR,7
Trichilia pallida,Sw.,Dicot,perennial,tree,66.88,24.68,8.45,C/CS,7
Trichilia poeppigii,C.DC.,Dicot,perennial,tree,46.7,32.19,21.11,CS/CSR,7
Trichilia tuberculata,C.DC.,Dicot,perennial,tree,59.76,36.43,3.82,CS,7
Trichophorum cespitosum,(L.) Hartm.,Monocot,perennial,graminoid,1.19,98.81,0,S,1
Trichospermum galeottii,(Turcz.) Kosterm.,Dicot,perennial,tree,38.37,51.35,10.28,CS,7
Tridens flavus,Hitchc.,Monocot,perennial,graminoid,17.5,75.17,7.33,S/CS,4
Lysimachia europaea,(L.) U.Manns & Anderb.,Dicot,perennial,forb,10.73,33.72,55.54,R/CSR,1
Trifolium alpestre,L.,Dicot,perennial,forb,22.11,68.44,9.45,S/CS,1
Trifolium arvense,L.,Dicot,perennial,forb,6.45,53.13,40.42,SR,1
Trifolium aureum,Pollich,Dicot,biennial,forb,12.72,40.26,47.03,SR/CSR,1
Trifolium badium,Schreb.,Dicot,perennial,forb,15.86,44.29,39.85,SR/CSR,1
Trifolium campestre,Schreb.,Dicot,biennial,forb,5.01,32.73,62.26,R/SR,1
Trifolium fragiferum,L.,Dicot,perennial,forb,22.64,29.87,47.48,R/CSR,1
Trifolium hybridum,L.,Dicot,perennial,forb,45.45,25.76,28.79,C/CSR,1
Trifolium incarnatum,L.,Dicot,annual,forb,36.86,12.46,50.68,CR/CSR,1
Trifolium longipes,Torr. & A.Gray,Dicot,perennial,forb,13.1,39.09,47.81,SR/CSR,4
Trifolium micranthum,Viv.,Dicot,annual,forb,2.22,28.98,68.8,R/SR,1
Trifolium montanum,L.,Dicot,perennial,forb,29.47,22.36,48.17,R/CSR,1
Trifolium pallescens,Schreb.,Dicot,perennial,forb,8.98,62.13,28.89,S/SR,1
Trifolium polyphyllum,(C.A.Mey.) Latsch.,Dicot,perennial,forb,17.62,49.63,32.74,SR/CSR,1
Trifolium pratense,L.,Dicot,perennial,forb,30.9,19.03,50.07,R/CSR,1
Trifolium repens,L.,Dicot,perennial,forb,36.18,1.63,62.18,R/CR,1
Trifolium resupinatum,L.,Dicot,annual,forb,16.09,5.9,78.02,R/CR,1
Trifolium rubens,L.,Dicot,perennial,forb,31.95,47.76,20.3,S/CSR,1
Trifolium spadiceum,L.,Dicot,biennial,forb,11.53,24.55,63.92,R/SR,1
Trifolium striatum,L.,Dicot,annual,forb,13.09,53.86,33.04,S/CSR,1
Trigonella foenum-graecum,L.,Dicot,annual,forb,33.75,11.35,54.9,R/CSR,1
Trigonostemon malaccanus,Müll.Arg.,Dicot,perennial,tree,53.99,34.74,11.27,CS/CSR,9
Trillium cernuum,L.,Monocot,perennial,forb,54.4,0,45.6,CR,2
Trinia glauca,Rchb.,Dicot,perennial,forb,32.54,65.77,1.69,S/CS,1
Triplaris cumingiana,Fisch. & C.A.Mey. ex C.A.Mey.,Dicot,perennial,tree,61.26,27.13,11.61,C/CS,7
Trisetum flavescens,(L.) P.Beauv.,Monocot,perennial,graminoid,12.28,34.31,53.41,SR/CSR,1
