validScientificName,family,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Thymus pulegioides L. pulegioides,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,shrub,0,76.77,23.23,S/SR,1
Thymus serpyllum L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,shrub,0,95.71,4.29,S,1
Thymus vulgaris L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,shrub,0,87.79,12.21,S,1
Thyrsodium spruceanum Benth.,Anacardiaceae,Sapindales,Rosanae,Dicot,perennial,tree,45.03,46.07,8.9,CS,7
Tilia × europaea L.,Malvaceae,Malvales,Rosanae,Dicot,perennial,tree,16.35,30.79,52.87,R/CSR,1
Tilia cordata Mill.,Malvaceae,Malvales,Rosanae,Dicot,perennial,tree,40.78,44.64,14.58,CS/CSR,1
Tilia platyphyllos Scop.,Malvaceae,Malvales,Rosanae,Dicot,perennial,tree,49.14,27.03,23.83,C/CSR,1
Tocoyena formosa (Cham. & Schltdl.) K. Schum.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,shrub,60.21,34.06,5.73,C/CS,7
Tocoyena pittieri (Standl.) Standl.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,tree,74.61,17.77,7.62,C/CS,7
Tofieldia calyculata (L.) Wahlenb.,Tofieldiaceae,Alismatales,Lilianae,Monocot,perennial,forb,17.49,69.54,12.97,S/CS,1
Tofieldia pusilla (Michx.) Pers.,Tofieldiaceae,Alismatales,Lilianae,Monocot,perennial,forb,3.42,66.06,30.52,S/SR,1
Tolpis staticifolia (All.) Sch. Bip.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,39.88,0,60.12,CR,1
Tordylium maximum L.,Apiaceae,Apiales,Asteranae,Dicot,biennial,forb,53.48,20.55,25.96,C/CSR,1
Torilis arvensis (Huds.) Link,Apiaceae,Apiales,Asteranae,Dicot,annual,forb,29.98,18.23,51.79,R/CSR,1
Torilis nodosa (L.) Gaertn.,Apiaceae,Apiales,Asteranae,Dicot,annual,forb,6.33,72.35,21.32,S/SR,1
Tovomita longifolia (Rich.) Hochr.,Clusiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,53.5,42.64,3.85,CS,7
Townsendia exscapa (Richardson) Porter,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,3.67,78.88,17.45,S/SR,4
Toxicodendron radicans (L.) Kuntze,Anacardiaceae,Sapindales,Rosanae,Dicot,perennial,forb,26.55,60.32,13.13,S/CSR,4
Trachomitum venetum (L.) Woodson,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,shrub,13.81,66.01,20.18,S/SR,1
Trachycarpus fortunei (Hook.) H. Wendl.,Arecaceae,Arecales,Lilianae,Monocot,perennial,tree,77.9,22.1,0,C/CS,1
Trachypogon spicatus (L.f.) Kuntze,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,7.6,92.4,0,S,4
Tradescantia ohiensis Raf.,Commelinaceae,Commelinales,Lilianae,Monocot,perennial,forb,51.21,0,48.79,CR,4
Tragia impedita Prain,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,shrub,25.72,41.38,32.9,CSR,8
Tragopogon dubius Scop.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,22.17,34.21,43.62,SR/CSR,1
Tragopogon porrifolius L.,Asteraceae,Asterales,Asteranae,Dicot,biennial,forb,41.25,11.4,47.35,CR/CSR,1
Tragopogon pratensis L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,28.12,16.09,55.79,R/CSR,1
Trapa natans L.,Lythraceae,Myrtales,Rosanae,Dicot,perennial,aquatic,33.07,41.64,25.29,CSR,1
Trattinnickia aspera (Standl.) Swart,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,76.65,21.45,1.9,C/CS,7
Traunsteinera sphaerica (Biebl) Schltr.,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,42.25,0,57.75,CR,1
Trema micrantha (L.) Blume,Cannabaceae,Rosales,Rosanae,Dicot,perennial,shrub,41.64,38.64,19.72,CS/CSR,7
Trichanthera gigantea (Bonpl.) Nees,Acanthaceae,Lamiales,Asteranae,Dicot,perennial,tree,66.3,1.3,32.4,C/CR,7
Trichilia pallida Sw.,Meliaceae,Sapindales,Rosanae,Dicot,perennial,tree,66.88,24.68,8.45,C/CS,7
Trichilia poeppigii C. DC.,Meliaceae,Sapindales,Rosanae,Dicot,perennial,tree,46.7,32.19,21.11,CS/CSR,7
Trichilia tuberculata (Triana & Planch.) C. DC.,Meliaceae,Sapindales,Rosanae,Dicot,perennial,tree,59.76,36.43,3.82,CS,7
Trichophorum caespitosum (L.) Hartm.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,1.19,98.81,0,S,1
Trichospermum galeottii (Turcz.) Kosterm.,Malvaceae,Malvales,Rosanae,Dicot,perennial,tree,38.37,51.35,10.28,CS,7
Tridens flavus (L.) Hitchc.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,17.5,75.17,7.33,S/CS,4
Trientalis europaea L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,10.73,33.72,55.54,R/CSR,1
Trifolium alpestre Crantz,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,22.11,68.44,9.45,S/CS,1
Trifolium arvense L. arvense,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,6.45,53.13,40.42,SR,1
Trifolium aureum Pollich,Fabaceae,Fabales,Rosanae,Dicot,biennial,forb,12.72,40.26,47.03,SR/CSR,1
Trifolium badium Schreb.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,15.86,44.29,39.85,SR/CSR,1
Trifolium campestre Schreb.,Fabaceae,Fabales,Rosanae,Dicot,biennial,forb,5.01,32.73,62.26,R/SR,1
Trifolium fragiferum L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,22.64,29.87,47.48,R/CSR,1
Trifolium hybridum L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,45.45,25.76,28.79,C/CSR,1
Trifolium incarnatum L.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,36.86,12.46,50.68,CR/CSR,1
Trifolium longipes Nutt.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,13.1,39.09,47.81,SR/CSR,4
Trifolium micranthum Viv.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,2.22,28.98,68.8,R/SR,1
Trifolium montanum L. montanum,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,29.47,22.36,48.17,R/CSR,1
Trifolium pallescens Schreb.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,8.98,62.13,28.89,S/SR,1
Trifolium polyphyllum C.A. Mey.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,17.62,49.63,32.74,SR/CSR,1
Trifolium pratense L. pratense,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,30.9,19.03,50.07,R/CSR,1
Trifolium repens L. repens,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,36.18,1.63,62.18,R/CR,1
Trifolium resupinatum L.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,16.09,5.9,78.02,R/CR,1
Trifolium rubens L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,31.95,47.76,20.3,S/CSR,1
Trifolium spadiceum L.,Fabaceae,Fabales,Rosanae,Dicot,biennial,forb,11.53,24.55,63.92,R/SR,1
Trifolium striatum L.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,13.09,53.86,33.04,S/CSR,1
Trigonella foenum-graecum L.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,33.75,11.35,54.9,R/CSR,1
Trigonostemon malaccanus Müll. Arg.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,53.99,34.74,11.27,CS/CSR,9
Trillium cernuum L,Melanthiaceae,Liliales,Lilianae,Monocot,perennial,forb,54.4,0,45.6,CR,2
Trillium flexipes Raf.,Melanthiaceae,Liliales,Lilianae,Monocot,perennial,forb,60.48,0,39.52,CR,4
Trinia glauca (L.) Dumort. glauca,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,32.54,65.77,1.69,S/CS,1
Triplaris cumingiana Fisch. & C.A. Mey. ex C.A. Mey.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,tree,61.26,27.13,11.61,C/CS,7
Trisetaria flavescens (L.) Baumg. flavescens,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,12.28,34.31,53.41,SR/CSR,1
Trisetum flavescens (L.) P. Beauv.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,12.56,52.43,35.01,SR/CSR,1
Triticum aestivum L.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,39.28,22.81,37.91,CR/CSR,1
Trollius europaeus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,52.39,30.13,17.47,C/CSR,1
Tropaeolum majus L.,Tropaeolaceae,Brassicales,Rosanae,Dicot,perennial,herbaceous vine,58.23,0,41.77,CR,7
Trophis caucana (Pittier) C.C. Berg,Moraceae,Rosales,Rosanae,Dicot,perennial,tree,49.11,30.18,20.71,C/CSR,7
Trophis racemosa (L.) Urb.,Moraceae,Rosales,Rosanae,Dicot,perennial,shrub,42.57,42.6,14.84,CS/CSR,4
Turgenia latifolia (L.) Hoffm.,Apiaceae,Apiales,Asteranae,Dicot,annual,forb,54.27,0,45.73,CR,1
Turpinia occidentalis (Sw.) G. Don,Staphyleaceae,Crossosomatales,Rosanae,Dicot,perennial,tree,61.73,22.32,15.95,C/CSR,7
Tussilago farfara L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,91.62,1.2,7.19,C,1
Typha angustifolia L.,Typhaceae,Poales,Lilianae,Monocot,perennial,forb,65.68,34.32,0,C/CS,1
Typha latifolia L.,Typhaceae,Poales,Lilianae,Monocot,perennial,forb,86.3,10.25,3.45,C,1
Ulex europaeus L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,0.96,98.41,0.63,S,1
Ulex gallii Planch.,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,0.54,99.46,0,S,1
Ulmus glabra Huds.,Ulmaceae,Rosales,Rosanae,Dicot,perennial,tree,29.25,60.74,10.01,S/CS,1
Ulmus laevis Pall.,Ulmaceae,Rosales,Rosanae,Dicot,perennial,tree,42.08,16.34,41.58,CR/CSR,1
Ulmus minor Mill.,Ulmaceae,Rosales,Rosanae,Dicot,perennial,tree,36.4,45.67,17.92,CS/CSR,1
Uncaria tomentosa (Willd.) DC.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,liana,53.81,39.83,6.35,CS,7
Unonopsis pittieri Saff.,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,50.86,38.12,11.02,CS/CSR,7
Urera baccifera (L.) Gaudich. ex Wedd.,Urticaceae,Rosales,Rosanae,Dicot,perennial,tree,83.08,0,16.92,C/CR,7
Urochloa decumbens (Stapf) R.D. Webster,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,35.05,43.59,21.36,CS/CSR,8
Urophyllum glabrum Jack ex Wall.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,tree,33.31,66.69,0,S/CS,9
Urophyllum hirsutum (Wight) Hook. f.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,tree,40.13,45.18,14.69,CS/CSR,9
Urtica dioica L. dioica,Urticaceae,Rosales,Rosanae,Dicot,perennial,forb,44.79,34.33,20.88,CS/CSR,1
Urtica kioviensis Rogow.,Urticaceae,Rosales,Rosanae,Dicot,perennial,forb,37.31,7.88,54.8,CR,1
Utricularia australis R. Br.,Lentibulariaceae,Lamiales,Asteranae,Dicot,perennial,aquatic,7.69,0,92.31,R,1
Utricularia vulgaris L.,Lentibulariaceae,Lamiales,Asteranae,Dicot,perennial,aquatic,10.15,0,89.85,R,1
Uvularia grandiflora Sm.,Colchicaceae,Liliales,Lilianae,Monocot,perennial,forb,39.68,5.57,54.75,CR,4
Vaccaria hispanica (Mill.) Rauschert,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,61.01,1.9,37.09,CR,1
Vaccinium angustifolium Aiton,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,11.35,40.61,48.05,SR/CSR,2
Vaccinium corymbosum L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,34.65,63.04,2.31,S/CS,4
Vaccinium myrtillus L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,13.15,43.56,43.29,SR/CSR,1
Vaccinium oxycoccos L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,0,95.18,4.82,S,1
Vaccinium uliginosum L. microphyllum (Lange) Tolm.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,0,100,0,S,1
Vaccinium uliginosum L. uliginosum,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,10.72,63.58,25.7,S/SR,1
Vaccinium vitis-idaea L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,3.36,96.64,0,S,1
Valeriana alpestris Steven,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,forb,33.67,9.92,56.41,R/CSR,1
Valeriana officinalis L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,forb,80.37,0,19.63,C/CR,1
Valeriana pratensis (Benth.) Steud.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,forb,50.41,0,49.59,CR,7
Valeriana tripteris L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,forb,34.05,0,65.95,R/CR,1
Valerianella coronata DC.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,annual,forb,24.97,0,75.03,R/CR,1
Valerianella dentata (L.) Pollich,Caprifoliaceae,Dipsacales,Asteranae,Dicot,annual,forb,9.49,32.45,58.06,R/CSR,1
Valerianella locusta (L.) Laterr.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,annual,forb,12.9,0,87.1,R,1
Valerianella rimosa Bastard,Caprifoliaceae,Dipsacales,Asteranae,Dicot,annual,forb,35.11,0,64.89,R/CR,1
Vallisneria americana Michx.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,perennial,aquatic,68.44,0,31.56,C/CR,4
Vallisneria spiralis L.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,perennial,aquatic,41.11,0,58.89,CR,1
Vatica bella Slooten,Dipterocarpaceae,Malvales,Rosanae,Dicot,perennial,tree,30.24,69.76,0,S/CS,9
Vellozia caruncularis Mart. ex Seub.,Velloziaceae,Pandanales,Lilianae,Monocot,perennial,forb,19.22,80.78,0,S/CS,7
Vellozia epidendroides Mart. ex Schult. & Schult.f.,Velloziaceae,Pandanales,Lilianae,Monocot,perennial,forb,10.43,89.57,0,S,7
Vellozia resinosa Mart.,Velloziaceae,Pandanales,Lilianae,Monocot,perennial,forb,33.76,66.24,0,S/CS,7
Vellozia variabilis Mart. ex Schult. f.,Velloziaceae,Pandanales,Lilianae,Monocot,perennial,forb,40.1,59.9,0,CS,7
Veratrum album L.,Melanthiaceae,Liliales,Lilianae,Monocot,perennial,forb,70.26,0,29.74,C/CR,1
Veratrum lobelianum Bernh.,Melanthiaceae,Liliales,Lilianae,Monocot,perennial,forb,74.27,13.53,12.2,C/CS,1
Veratrum nigrum L.,Melanthiaceae,Liliales,Lilianae,Monocot,perennial,forb,75.06,15.86,9.07,C/CS,1
Verbascum densiflorum Bertol.,Scrophulariaceae,Lamiales,Asteranae,Dicot,biennial,forb,75.08,8.67,16.25,C/CR,1
Verbascum lychnitis L.,Scrophulariaceae,Lamiales,Asteranae,Dicot,biennial,forb,67.68,8.74,23.58,C/CR,1
Verbascum phlomoides L.,Scrophulariaceae,Lamiales,Asteranae,Dicot,biennial,forb,54.61,21.76,23.63,C/CSR,1
Verbascum sinuatum L.,Scrophulariaceae,Lamiales,Asteranae,Dicot,biennial,forb,80.59,17.21,2.2,C/CS,1
Verbascum thapsus L.,Scrophulariaceae,Lamiales,Asteranae,Dicot,biennial,forb,63.8,17.19,19.02,C/CSR,1
Verbena bracteata Lag. & Rodr.,Verbenaceae,Lamiales,Asteranae,Dicot,perennial,forb,14.54,44.84,40.62,SR/CSR,4
Verbena hastata L.,Verbenaceae,Lamiales,Asteranae,Dicot,perennial,forb,26.32,52.91,20.77,S/CSR,4
Verbena officinalis L.,Verbenaceae,Lamiales,Asteranae,Dicot,annual,forb,23.93,49.9,26.16,S/CSR,1
Verbena stricta Vent.,Verbenaceae,Lamiales,Asteranae,Dicot,perennial,forb,29.11,53.44,17.44,S/CSR,4
Verbena urticifolia L.,Verbenaceae,Lamiales,Asteranae,Dicot,perennial,forb,33.2,50.12,16.68,CS/CSR,4
Vernonia galamensis (Cass.) Less.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,35.89,0,64.11,R/CR,8
Veronica alpina L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,4.55,13.52,81.93,R,1
Veronica anagallis-aquatica L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,22.74,0,77.26,R/CR,1
Veronica anagalloides Guss.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,15.05,47.48,37.47,SR/CSR,1
Veronica arvensis L.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,3.32,11.98,84.7,R,1
Veronica austriaca L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,17.4,26.13,56.48,R/CSR,1
Veronica beccabunga L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,aquatic,9.81,0,90.19,R,1
Veronica bellidioides L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,8.77,91.23,0,S,1
Veronica catenata Pennell,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,15.39,0,84.61,R,1
Veronica chamaedrys L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,11.63,37.85,50.52,SR/CSR,1
Veronica fruticans Jacq.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,shrub,0,58.67,41.33,SR,1
Veronica gentianoides Vahl,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,46.05,23.91,30.04,C/CSR,1
Veronica hederifolia L.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,18.39,0,81.61,R/CR,1
Veronica longifolia L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,36.32,28.88,34.8,CSR,1
Veronica officinalis L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,3.48,69.48,27.04,S/SR,1
Veronica peregrina L.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,3.29,0,96.71,R,2
Veronica persica Poir.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,4.44,12.84,82.72,R,1
Veronica polita Fr.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,1.38,0,98.62,R,1
Veronica prostrata L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,5.64,27.04,67.32,R/SR,1
Veronica scutellata L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,4.93,26.91,68.17,R/SR,1
Veronica spicata L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,15.71,72.15,12.15,S/CS,1
Veronica triphyllos L.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,2.14,0,97.86,R,1
Veronica urticifolia Jacq.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,29.24,0,70.76,R/CR,1
Veronicastrum virginicum (L.) Farw.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,27.91,65.4,6.69,S/CS,4
Viburnum lantana L.,Adoxaceae,Dipsacales,Asteranae,Dicot,perennial,shrub,48.01,25.78,26.21,C/CSR,1
Viburnum opulus L.,Adoxaceae,Dipsacales,Asteranae,Dicot,perennial,tree,38.68,32.04,29.28,CSR,1
Viburnum tinus L. tinus,Adoxaceae,Dipsacales,Asteranae,Dicot,perennial,tree,35,47.63,17.37,CS/CSR,1
Vicia americana Muhl. ex Willd.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,23.34,18.83,57.84,R/CSR,2
Vicia articulata Hornem.,Fabaceae,Fabales,Rosanae,Dicot,annual,herbaceous vine,27.32,1.97,70.71,R/CR,1
Vicia cassubica L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,33.14,44.58,22.29,CS/CSR,1
Vicia cracca L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,22.02,36.97,41.01,SR/CSR,1
Vicia ervilia (L.) Willd.,Fabaceae,Fabales,Rosanae,Dicot,annual,herbaceous vine,26.31,13.64,60.05,R/CSR,1
Vicia faba L.,Fabaceae,Fabales,Rosanae,Dicot,annual,herbaceous vine,65.46,0,34.54,C/CR,1
Vicia grandiflora Scop.,Fabaceae,Fabales,Rosanae,Dicot,annual,herbaceous vine,13.12,34.8,52.08,SR/CSR,1
Vicia pulchella Kunth,Fabaceae,Fabales,Rosanae,Dicot,perennial,herbaceous vine,21.59,24.35,54.06,R/CSR,4
Vicia sativa L.,Fabaceae,Fabales,Rosanae,Dicot,annual,herbaceous vine,11.14,44.73,44.13,SR/CSR,1
Vicia tenuifolia Roth,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,37.76,18.95,43.29,CR/CSR,1
Vicia villosa Roth,Fabaceae,Fabales,Rosanae,Dicot,biennial,forb,12.83,39.73,47.44,SR/CSR,1
Vinca minor L.,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,16.08,35.35,48.57,SR/CSR,1
Vincetoxicum hirundinaria Medik. hirundinaria,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,forb,40.55,15.76,43.69,CR/CSR,1
Viola alba Besser dehnhardtii (Ten.) W. Becker,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,28.13,12.95,58.92,R/CSR,1
Viola altaica Ker Gawl.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,12.46,49.93,37.6,SR/CSR,1
Viola arvensis Murray,Violaceae,Malpighiales,Rosanae,Dicot,annual,forb,6.69,26.88,66.43,R/SR,1
Viola biflora L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,8.41,0,91.59,R,1
Viola calcarata L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,5.31,36.16,58.53,SR,1
Viola canadensis L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,25.92,16.63,57.45,R/CSR,2
Viola canina L. ruppii (All.) Schübl. & G. Martens,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,17.92,17.61,64.46,R/CSR,1
Viola comollia Messara,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,1.65,81.24,17.11,S/SR,1
Viola dubyana Burnat ex Gremli,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,0.03,43.08,56.89,SR,1
Viola hirta L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,34.54,26.37,39.1,CSR,1
Viola mirabilis L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,48.57,0.71,50.72,CR,1
Viola odorata L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,43.11,27.74,29.15,CSR,1
Viola palustris L.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,22.14,3.56,74.3,R/CR,1
Viola persicifolia Schreb.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,18.93,11.88,69.19,R/CR,1
Viola pubescens Aiton,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,38.17,0,61.83,CR,2
Viola reichenbachiana Jord. ex Boreau,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,18.13,16.75,65.13,R/CSR,1
Viola riviniana Rchb.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,27.09,22.88,50.03,R/CSR,1
Viola sagittata Aiton,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,38.07,35.83,26.09,CSR,4
Viola sororia Willd.,Violaceae,Malpighiales,Rosanae,Dicot,perennial,forb,44.74,0,55.26,CR,2
Viola tricolor L.,Violaceae,Malpighiales,Rosanae,Dicot,annual,forb,4.83,0.7,94.48,R,1
Virola elongata (Benth.) Warb.,Myristicaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,48.75,44.01,7.23,CS,7
Virola multiflora (Standl.) A.C. Sm.,Myristicaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,37.24,57.83,4.93,CS,7
Virola sebifera Aubl.,Myristicaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,51.99,39.9,8.11,CS,7
Virola surinamensis (Rol. ex Rottb.) Warb.,Myristicaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,59.38,29.96,10.66,C/CSR,7
Vismia baccifera (L.) Triana & Planch.,Hypericaceae,Malpighiales,Rosanae,Dicot,perennial,tree,54.74,33.04,12.22,C/CSR,7
Vismia billbergiana Beurl.,Hypericaceae,Malpighiales,Rosanae,Dicot,perennial,tree,39.95,37.75,22.3,CS/CSR,7
Vismia guianensis (Aubl.) Pers.,Hypericaceae,Malpighiales,Rosanae,Dicot,perennial,tree,38.54,61.46,0,CS,7
Vitex rufescens A. Juss.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,tree,43.71,53.59,2.7,CS,7
Vitis riparia Michx.,Vitaceae,Vitales,Rosanae,Dicot,perennial,liana,69.04,9.82,21.14,C/CR,4
Vitis vinifera L.,Vitaceae,Vitales,Rosanae,Dicot,perennial,liana,72.51,0,27.49,C/CR,1
Vochysia ferruginea Mart.,Vochysiaceae,Myrtales,Rosanae,Dicot,perennial,tree,43.08,51.9,5.02,CS,7
Vochysia pygmaea Bong.,Vochysiaceae,Myrtales,Rosanae,Dicot,perennial,shrub,18.56,81.44,0,S/CS,7
Vulpia ciliata Dumort.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,0.26,52.49,47.25,SR,1
Vulpia membranacea (L.) Link,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,1.02,57.59,41.4,SR,1
Vulpia myuros (L.) C. C. Gmel.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,9.42,42.78,47.8,SR,1
Wolffia arrhiza (L.) Horkel ex Wimm.,Araceae,Alismatales,Lilianae,Monocot,perennial,aquatic,0,0,100,R,1
Xanthium albinum H. Scholz,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,82.99,7.46,9.56,C,1
Xanthium orientale L. italicum (Moretti) Greuter,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,68.43,10.92,20.65,C/CR,1
Xanthium strumarium L.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,54.06,19.11,26.83,C/CSR,1
Xanthophyllum eurhynchum Miq.,Polygalaceae,Fabales,Rosanae,Dicot,perennial,tree,35.07,56.88,8.04,CS,9
Xanthophyllum griffithii Hook.f. ex A.W.Benn.,Polygalaceae,Fabales,Rosanae,Dicot,perennial,tree,33.75,62.49,3.76,S/CS,9
Xeranthemum cylindraceum Sm.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,18.34,12.42,69.25,R/CR,1
Xeranthemum inapertum Mill.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,11.39,17.68,70.93,R/SR,1
Xerolekia speciosissima (L.) Anderb.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,62.13,0,37.87,CR,1
Xerospermum noronhianum (Blume) Blume,Sapindaceae,Sapindales,Rosanae,Dicot,perennial,tree,69.76,30.24,0,C/CS,9
Ximenia americana L.,Ximeniaceae,Santalales,Santalanae,Dicot,perennial,tree,21.97,78.03,0,S/CS,7
