,,LIGHT,TEMPERATURE,MOISTURE,REACTION,NUTRIENTS,SALINITY
7973,Sporobolus indicus,7.5,8.3,4.5,5.5,5.5,0.0
7974,Sporobolus pungens,9.0,9.5,4.5,6.5,6.0,7.0
7975,Sporobolus virginicus,9.0,11.0,6.0,8.0,6.0,5.0
7976,Stachys affinis,NA,7.0,NA,NA,NA,NA
7977,Stachys alopecuros,7.5,3.0,4.4,7.5,2.3,0.0
7978,Stachys alpina,6.4,x,5.3,7.6,6.9,0.0
7979,Stachys angustifolia,8.5,5.8,4.8,NA,NA,NA
7980,Stachys annua,7.2,6.1,3.4,8.0,4.6,0.0
7981,Stachys arenaria,9.0,8.0,3.0,7.0,2.0,0.0
7982,Stachys arvensis,7.6,x,4.6,x,5.9,0.2
7983,Stachys byzantina,8.5,8.0,3.5,8.0,5.0,0.0
7984,Stachys corsica,6.0,5.0,6.0,5.0,4.0,0.0
7985,Stachys cretica,7.8,x,3.6,7.7,4.3,0.0
7986,Stachys germanica,7.1,6.5,3.3,7.8,x,0.0
7987,Stachys glutinosa,8.5,8.0,3.0,4.0,3.0,0.0
7988,Stachys heraclea,9.0,x,3.0,7.0,9.0,0.0
7989,Stachys iva,8.4,7.8,2.7,7.8,2.6,0.0
7990,Stachys macrostachys,7.0,3.0,4.0,8.0,4.0,0.0
7991,Stachys maritima,9.0,8.5,4.0,7.0,4.0,4.0
7992,Stachys marrubiifolia,9.0,8.5,4.0,7.0,x,3.5
7993,Stachys mucronata,7.0,11.0,3.0,8.0,NA,0.0
7994,Stachys ocymastrum,8.3,9.3,4.7,7.0,6.7,1.3
7995,Stachys officinalis,6.8,5.7,5.1,5.3,2.9,0.1
7996,Stachys palustris,7.0,5.1,7.4,7.0,6.6,0.1
7997,Stachys pradica,7.0,3.5,4.0,7.0,3.0,0.0
7998,Stachys pubescens,9.0,8.0,2.0,7.0,1.0,0.0
7999,Stachys recta,7.4,5.8,2.8,8.2,2.3,0.0
8000,Stachys scardica,6.6,6.4,4.9,5.9,3.9,0.0
8001,Stachys spinosa,8.0,11.0,2.0,8.0,5.0,0.0
8002,Stachys spinulosa,7.0,11.0,5.0,7.0,7.0,0.0
8003,Stachys spreitzenhoferi,8.0,11.0,2.0,8.0,3.0,1.0
8004,Stachys sylvatica,x,x,7.0,7.1,7.1,0.0
8005,Stachys thirkei,9.0,6.0,3.0,7.0,8.0,0.0
8006,Stachys tournefortii,7.0,11.0,NA,8.0,7.0,0.0
8007,Stachys tymphaea,9.0,4.0,3.0,7.0,8.0,0.0
8008,Staehelina dubia,8.0,8.3,2.5,6.5,4.0,0.0
8009,Staehelina petiolata,8.0,10.0,3.0,8.0,4.0,0.0
8010,Staehelina uniflosculosa,7.5,6.2,3.5,7.1,2.5,0.0
8011,Staphisagria macrosperma,6.7,9.3,4.3,7.0,7.3,0.0
8012,Staphisagria picta,7.0,8.5,4.5,5.5,6.5,0.0
8013,Staphylea pinnata,6.6,6.6,5.1,8.0,4.3,0.0
8014,Stellaria alsine,5.8,4.4,8.4,4.0,3.9,0.0
8015,Stellaria borealis,NA,NA,9.0,NA,NA,NA
8016,Stellaria crassifolia,8.5,4.4,9.2,NA,3.0,0.0
8017,Stellaria crassipes,NA,NA,6.0,NA,NA,NA
8018,Stellaria fennica,NA,NA,9.0,NA,NA,NA
8019,Stellaria graminea,6.6,5.0,x,4.5,3.8,0.1
8020,Stellaria hebecalyx,NA,4.0,6.5,NA,NA,NA
8021,Stellaria holostea,x,x,5.5,5.7,4.9,0.0
8022,Stellaria humifusa,NA,NA,8.7,NA,NA,NA
8023,Stellaria longifolia,4.5,4.3,7.3,3.0,2.7,0.0
8024,Stellaria longipes,NA,NA,5.0,NA,NA,NA
8025,Stellaria media,6.7,x,x,6.5,7.7,0.1
8026,Stellaria media aggr.,6.0,5.0,5.0,6.5,8.0,0.5
8027,Stellaria neglecta,6.2,x,x,6.6,6.8,0.3
8028,Stellaria nemorum,3.9,x,x,5.6,6.9,0.0
8029,Stellaria pallida,7.1,6.3,4.3,5.6,x,0.4
8030,Stellaria palustris,6.0,5.2,8.3,5.0,3.2,0.0
8031,Stenotaphrum secundatum,9.0,10.0,2.5,7.5,2.5,0.0
8032,Sternbergia colchiciflora,8.5,x,3.6,7.7,2.0,0.0
8033,Sternbergia lutea,7.3,x,4.0,7.3,4.3,0.0
8034,Steveniella satyrioides,7.5,5.8,6.0,NA,NA,NA
8035,Stipa asperella,8.0,5.5,4.4,NA,NA,NA
8036,Stipa austroitalica,8.0,7.0,2.0,8.0,2.0,0.0
8037,Stipa barbata,9.0,9.0,1.0,8.0,2.0,0.0
8038,Stipa borysthenica aggr.,8.5,6.3,3.0,6.5,1.5,0.0
8039,Stipa capensis,9.0,10.5,1.0,7.5,6.0,0.5
8040,Stipa capillata,8.2,6.5,2.4,8.0,2.0,0.0
8041,Stipa dasyphylla,8.5,6.3,3.2,7.0,2.0,0.0
8042,Stipa endotricha,8.3,7.2,3.5,7.1,3.5,0.0
8043,Stipa eriocaulis,8.9,x,2.3,8.1,1.8,0.0
8044,Stipa etrusca,8.2,6.6,3.3,4.3,2.0,0.1
8045,Stipa holosericea,8.0,11.0,2.0,6.0,3.0,0.0
8046,Stipa iberica,9.0,7.5,2.0,8.5,1.5,0.0
8047,Stipa juncea,8.0,8.0,2.0,8.0,2.0,0.0
8048,Stipa lagascae,8.5,9.3,2.4,7.5,3.9,1.2
8049,Stipa lessingiana,8.5,5.6,4.0,NA,NA,NA
8050,Stipa letourneuxii,7.9,8.8,3.2,7.5,4.2,0.1
8051,Stipa offneri,9.0,7.5,3.0,9.0,2.0,0.0
8052,Stipa parviflora,9.0,12.0,NA,9.0,5.0,1.0
8053,Stipa pennata,8.0,6.5,2.6,7.0,2.0,0.0
8054,Stipa pulcherrima,8.6,6.8,1.7,7.7,1.3,0.0
8055,Stipa sicula,8.0,8.0,2.0,8.0,2.0,0.0
8056,Stipa styriaca,NA,5.0,NA,NA,NA,NA
8057,Stipa syreistschikowii,8.5,5.8,4.0,NA,NA,NA
8058,Stipa tirsa,8.0,6.6,3.4,6.5,2.3,0.0
8059,Stipa ucrainica,8.5,5.5,4.0,NA,NA,NA
8060,Stipa zalesskii,8.5,6.0,3.3,8.0,2.0,0.0
8061,Stoibrax dichotomum,8.0,8.0,3.0,7.0,6.0,0.0
8062,Stratiotes aloides,7.1,6.2,11.1,7.3,6.2,0.2
8063,Streptopus amplexifolius,4.7,3.6,x,6.4,6.2,0.0
8064,Strigosella africana,8.5,x,2.0,8.0,5.7,0.7
8065,Stuckenia filiformis,7.6,4.6,11.8,5.2,3.4,0.2
8066,Stuckenia pectinata,6.2,x,11.9,7.3,6.6,1.7
8067,Styrax officinalis,8.5,9.0,x,6.7,3.7,0.0
8068,Suaeda acuminata,8.5,6.5,6.3,NA,NA,NA
8069,Suaeda albescens,9.0,7.0,8.0,8.0,7.0,8.0
8070,Suaeda kocheri,9.0,11.0,8.0,9.0,7.0,8.0
8071,Suaeda maritima aggr.,8.7,6.7,7.9,7.6,6.5,8.3
8072,Suaeda palaestina,9.0,12.0,1.0,9.0,6.0,4.0
8073,Suaeda spicata,9.0,7.0,6.0,7.5,7.5,8.0
8074,Suaeda splendens,9.0,9.0,6.5,8.5,7.5,7.0
8075,Suaeda vera,8.5,10.0,7.3,8.3,6.3,5.8
8076,Subularia aquatica,7.1,3.8,10.2,3.7,2.0,0.0
8077,Succisa pratensis,7.2,5.0,7.2,x,2.0,0.0
8078,Succisella inflexa,x,6.2,x,5.8,2.8,0.0
8079,Succowia balearica,8.0,9.5,x,6.0,4.0,0.0
8080,Swertia perennis,7.6,3.7,8.9,6.5,2.7,0.0
8081,Symphoricarpos albus,6.0,5.8,5.3,6.0,6.3,0.0
8082,Symphyotrichum novi-belgii aggr.,7.4,x,6.2,7.3,8.1,0.4
8083,Symphyotrichum squamatum,8.0,9.0,7.0,7.5,7.5,1.0
8084,Symphytum asperum,7.8,x,5.7,7.0,8.3,0.0
8085,Symphytum circinale,5.0,11.0,5.0,8.0,6.0,0.0
8086,Symphytum cordatum,3.5,4.0,6.0,NA,NA,NA
8087,Symphytum creticum,6.0,11.0,4.0,8.0,6.0,0.0
8088,Symphytum floribundum,8.0,8.0,7.0,7.0,6.0,0.0
8089,Symphytum grandiflorum,NA,7.0,NA,NA,NA,NA
8090,Symphytum gussonei,4.0,6.0,4.0,5.0,4.0,0.0
8091,Symphytum insulare,6.0,11.0,4.0,8.0,6.0,0.0
8092,Symphytum officinale,7.1,x,7.2,6.9,7.8,0.1
8093,Symphytum tauricum,5.5,5.5,6.8,NA,NA,NA
8094,Symphytum tuberosum aggr.,5.0,6.6,x,6.9,x,0.0
8095,Syringa josikaea,7.5,5.0,8.0,NA,NA,NA
8096,Syringa vulgaris,6.8,6.9,4.9,6.4,4.8,0.0
8097,Taeniatherum caput-medusae,8.1,7.8,x,7.0,x,0.0
8098,Takhtajaniantha austriaca,7.4,6.9,3.4,8.0,2.0,0.0
8099,Takhtajaniantha crispa,8.0,4.5,5.0,NA,NA,NA
8100,Tamarix africana,8.5,9.5,6.5,6.0,4.0,2.5
8101,Tamarix canariensis,8.5,9.0,6.5,6.0,4.0,2.5
8102,Tamarix dalmatica,9.0,7.0,6.0,5.0,3.0,3.0
8103,Tamarix gallica,8.5,7.0,6.0,6.0,4.0,2.0
8104,Tamarix gracilis,8.0,5.5,5.8,NA,NA,NA
8105,Tamarix hampeana,8.0,11.0,8.0,9.0,7.0,6.0
8106,Tamarix nilotica,8.0,11.0,NA,NA,NA,NA
8107,Tamarix parviflora,8.0,8.0,7.0,7.0,5.0,1.0
8108,Tamarix ramosissima,8.3,x,7.2,7.5,6.0,3.5
8109,Tamarix tetrandra,8.0,10.0,7.5,7.5,6.0,3.5
8110,Tanacetum achilleifolium,8.0,5.3,3.3,NA,NA,NA
8111,Tanacetum audibertii,7.5,5.0,4.0,2.5,2.0,0.0
8112,Tanacetum balsamita,8.0,7.5,5.0,6.0,7.0,0.0
8113,Tanacetum balsamitoides,8.0,6.0,5.0,6.0,7.0,0.0
8114,Tanacetum cinerariifolium,NA,9.0,NA,NA,NA,NA
8115,Tanacetum corymbosum,6.9,6.3,x,7.5,3.5,0.0
8116,Tanacetum macrophyllum,6.5,5.6,6.3,NA,NA,NA
8117,Tanacetum millefolium,8.0,5.0,3.5,NA,NA,NA
8118,Tanacetum partheniifolium,NA,8.0,NA,NA,NA,NA
8119,Tanacetum parthenium,6.9,6.3,5.0,6.2,6.4,0.2
8120,Tanacetum vulgare,7.8,x,x,7.1,5.7,0.2
8121,Taraxacum adamii,8.0,4.0,6.0,4.0,4.0,0.0
8122,Taraxacum aleppicum,8.0,9.0,5.0,6.0,6.0,0.0
8123,Taraxacum anglicum,8.0,6.0,7.0,5.0,4.0,0.0
8124,Taraxacum apollinis,8.0,12.0,4.0,8.0,6.0,0.0
8125,Taraxacum aquilonare,9.0,2.0,6.0,4.0,1.0,0.0
8126,Taraxacum besarabicum,8.7,6.4,5.9,8.0,4.5,5.7
8127,Taraxacum bithynicum,8.0,8.0,4.0,6.0,5.0,0.0
8128,Taraxacum cucullatum,8.5,2.0,5.5,5.0,3.0,0.0
8129,Taraxacum cylleneum,8.0,8.0,10.0,8.0,4.0,0.0
8130,Taraxacum cymbifolium,7.1,NA,5.6,4.3,2.2,0.0
8131,Taraxacum cyprium,8.0,10.0,4.0,8.0,6.0,0.0
8132,Taraxacum glaciale,9.0,1.0,7.0,7.0,1.0,0.0
8133,Taraxacum hamatiforme,8.0,5.0,5.0,5.0,6.0,0.0
8134,Taraxacum hamatum,7.0,5.0,5.0,5.0,6.0,0.0
8135,Taraxacum hybernum,5.5,6.3,4.0,NA,NA,NA
8136,Taraxacum hygrophilum,8.0,5.0,8.0,7.0,2.0,0.0
8137,Taraxacum kernianum,7.0,4.0,5.0,6.0,6.0,0.0
8138,Taraxacum lamprophyllum,6.0,4.0,5.0,7.0,7.0,0.0
8139,Taraxacum leucospermum,NA,9.0,NA,NA,NA,NA
8140,Taraxacum litardierei,7.0,4.0,6.0,3.0,3.0,0.0
8141,Taraxacum marklundii,8.0,5.0,5.0,6.0,6.0,0.0
8142,Taraxacum nordstedtii,8.0,4.0,6.0,4.0,4.0,0.0
8143,Taraxacum pacheri,9.0,1.0,7.0,1.0,1.0,0.0
8144,Taraxacum schroeterianum,NA,2.0,NA,NA,NA,NA
8145,Taraxacum scolopendrinum,8.0,12.0,4.0,9.0,6.0,3.0
8146,Taraxacum sect. Alpestria,7.3,2.8,5.0,6.8,5.8,0.0
8147,Taraxacum sect. Alpina,8.0,2.1,6.3,6.5,5.0,0.0
8148,Taraxacum sect. Arctica,9.0,1.3,x,2.0,2.0,0.0
8149,Taraxacum sect. Borealia,NA,1.0,NA,NA,NA,NA
8150,Taraxacum sect. Celtica,8.0,6.0,7.0,4.0,3.0,0.0
8151,Taraxacum sect. Cucullata,8.0,2.0,6.0,6.0,4.0,0.0
8152,Taraxacum sect. Dioszegia,9.0,8.0,3.0,8.0,3.0,0.0
8153,Taraxacum sect. Erythrosperma,8.1,x,x,x,x,0.0
8154,Taraxacum sect. Fontana,7.8,2.8,8.6,5.5,4.5,0.0
8155,Taraxacum sect. Obliqua,9.0,3.5,3.0,6.0,4.0,0.0
8156,Taraxacum sect. Obovata,7.7,7.5,3.0,6.3,6.3,0.0
8157,Taraxacum sect. Palustria,8.0,5.0,8.0,8.0,3.0,0.2
8158,Taraxacum sect. Piesis,9.0,7.0,6.0,8.0,5.0,8.0
8159,Taraxacum sect. Scariosa,7.8,x,4.3,6.5,4.3,0.0
8160,Taraxacum sect. Spectabilia,8.0,6.0,7.0,4.0,3.0,NA
8161,Taraxacum sect. Taraxacum,7.2,x,5.1,6.2,7.0,0.7
8162,Taraxacum serotinum,8.0,x,3.7,7.0,x,0.0
8163,Taraxacum tenebricans,8.0,5.0,5.0,6.0,6.0,0.0
8164,Taxus baccata,x,x,x,7.1,4.7,0.0
8165,Teesdalia conferta,9.0,3.0,3.0,2.0,1.0,NA
8166,Teesdalia coronopifolia,8.4,x,3.4,5.0,3.7,0.0
8167,Teesdalia nudicaulis,8.1,6.3,2.9,2.0,1.4,0.0
8168,Telekia speciosa,6.8,5.3,6.8,7.4,6.6,0.0
8169,Telephium imperati,8.7,7.0,2.7,7.0,x,0.0
8170,Tellima grandiflora,3.0,6.0,8.0,6.0,4.0,0.0
8171,Teloxys aristata,8.5,7.5,3.0,8.0,3.0,0.0
8172,Tephroseris balbisiana,6.5,2.7,6.0,6.0,6.0,0.0
8173,Tephroseris crispa,6.3,4.8,7.5,5.3,4.7,0.0
8174,Tephroseris helenitis,7.8,x,x,x,x,0.0
8175,Tephroseris integrifolia,7.0,x,4.4,x,3.1,0.0
8176,Tephroseris longifolia,7.4,4.3,5.6,7.0,x,0.0
8177,Tephroseris palustris,8.0,x,8.9,6.5,5.5,0.0
8178,Tephroseris papposa,NA,NA,7.0,NA,NA,NA
8179,Tetraena alba,9.0,12.0,NA,9.0,7.0,6.0
8180,Teucrium alpestre,8.0,NA,3.0,7.0,NA,1.0
8181,Teucrium aristatum,9.0,7.0,8.0,4.0,3.0,0.0
8182,Teucrium botrys,8.8,x,2.5,8.0,2.2,0.0
8183,Teucrium brachyandrum,8.0,8.0,4.0,7.0,4.0,0.0
8184,Teucrium brevifolium,8.0,12.0,2.0,8.0,NA,1.0
8185,Teucrium campanulatum,8.0,9.0,7.0,6.0,3.0,0.0
8186,Teucrium chamaedrys,7.4,6.5,2.6,8.0,1.6,0.0
8187,Teucrium cuneifolium,7.0,11.0,2.0,8.0,5.0,1.0
8188,Teucrium divaricatum,7.0,11.0,2.0,8.0,NA,1.0
8189,Teucrium dunense,9.0,9.0,5.0,7.0,5.0,4.0
8190,Teucrium expassum,9.0,6.0,1.0,8.0,1.0,0.0
8191,Teucrium flavum,8.3,9.0,3.0,x,2.7,0.0
8192,Teucrium francisci-werneri,6.0,11.0,3.0,8.0,3.0,0.0
8193,Teucrium fruticans,8.5,8.3,3.0,5.0,3.0,0.0
8194,Teucrium gnaphalodes,8.6,7.3,2.7,7.4,2.4,0.0
8195,Teucrium gracile,8.0,11.0,1.0,8.0,4.0,1.0
8196,Teucrium lucidum,9.0,5.5,3.0,2.0,2.0,0.0
8197,Teucrium luteum,NA,8.0,NA,NA,NA,NA
8198,Teucrium marum,8.0,7.3,3.0,4.0,2.5,0.0
8199,Teucrium massiliense,8.0,9.0,4.0,4.0,1.7,0.0
8200,Teucrium microphyllum,7.0,NA,2.0,7.0,2.0,1.0
8201,Teucrium montanum,8.4,x,2.0,8.8,1.4,0.0
8202,Teucrium montbretii,8.0,11.0,1.0,8.0,2.0,1.0
8203,Teucrium polium aggr.,8.5,x,2.9,x,2.1,0.5
8204,Teucrium pseudochamaepitys,8.0,8.0,3.0,8.0,2.0,0.0
8205,Teucrium pyrenaicum,9.0,4.5,2.0,7.0,1.0,NA
8206,Teucrium rouyanum,8.0,8.0,4.0,8.0,2.0,0.0
8207,Teucrium salviastrum,8.5,3.8,2.4,2.7,1.0,NA
8208,Teucrium scordium,7.4,x,7.9,7.1,x,0.9
8209,Teucrium scorodonia,6.2,5.7,4.1,2.8,3.0,0.0
8210,Teucrium spinosum,9.0,11.0,2.0,2.0,2.0,0.0
8211,Thalictrum alpinum,8.0,2.5,6.6,5.8,2.3,0.0
8212,Thalictrum aquilegiifolium,5.5,x,x,7.3,6.3,0.0
8213,Thalictrum calabricum,5.0,7.0,6.0,4.0,6.0,0.0
8214,Thalictrum flavum,7.1,5.6,7.8,7.9,5.2,0.0
8215,Thalictrum foetidum,8.3,4.3,2.8,9.0,2.0,0.0
8216,Thalictrum lucidum,6.8,6.4,7.9,7.0,4.4,0.2
8217,Thalictrum macrocarpum,7.0,3.0,7.0,7.0,5.0,0.0
8218,Thalictrum minus,6.7,x,3.2,7.7,2.8,0.0
8219,Thalictrum petaloideum,8.0,4.8,5.0,NA,NA,NA
8220,Thalictrum simplex,7.6,x,6.0,7.3,2.8,0.0
8221,Thalictrum tuberosum,9.0,6.0,1.0,8.0,1.0,0.0
8222,Thapsia garganica,8.5,9.5,4.0,6.5,5.5,0.0
8223,Thapsia minor,8.6,7.2,3.3,3.1,2.1,0.0
8224,Thapsia villosa,9.0,7.5,2.5,4.5,2.5,0.0
8225,Theligonum cynocrambe,6.7,9.3,4.3,7.0,6.3,0.0
8226,Thelypteris limbosperma,4.1,3.9,5.9,3.5,4.5,0.0
8227,Thelypteris palustris,5.7,5.4,8.8,5.4,5.0,0.0
8228,Thesium alpinum,7.8,3.0,4.5,7.3,2.0,0.0
8229,Thesium bergeri,8.0,NA,3.0,8.0,3.0,0.0
8230,Thesium brachyphyllum,8.0,5.8,4.5,NA,NA,NA
8231,Thesium divaricatum,8.5,7.7,3.0,8.0,1.0,0.0
8232,Thesium dollineri,7.0,6.5,3.5,8.0,3.5,0.0
8233,Thesium ebracteatum,7.1,5.6,4.8,3.3,2.0,0.0
8234,Thesium humifusum,8.5,5.5,2.0,8.0,2.0,0.0
8235,Thesium humile,8.5,10.0,2.5,7.0,3.5,0.0
8236,Thesium italicum,9.0,5.0,3.0,7.0,1.0,0.0
8237,Thesium kyrnosum,8.0,6.0,4.0,4.0,4.0,0.0
8238,Thesium linophyllon,7.4,6.1,3.1,8.0,1.8,0.0
8239,Thesium macedonicum,8.5,7.2,3.0,7.5,2.6,0.0
8240,Thesium parnassi,9.0,5.0,3.0,7.0,1.0,0.0
8241,Thesium procumbens,8.0,5.3,4.8,NA,NA,NA
8242,Thesium pyrenaicum,8.0,3.8,4.3,4.2,1.8,0.0
8243,Thesium ramosum,7.8,6.4,3.3,8.0,2.0,0.0
8244,Thesium rostratum,6.0,5.8,3.0,8.7,2.0,0.0
8245,Thesium sommieri,9.0,4.0,2.0,8.0,1.0,0.0
8246,Thlaspi alliaceum,7.4,6.6,4.0,7.0,5.4,0.0
8247,Thlaspi arvense,6.8,5.1,4.2,7.0,6.1,0.0
8248,Thymbra calostachya,8.0,12.0,2.0,8.0,4.0,0.0
8249,Thymbra capitata,8.5,10.0,2.5,8.0,2.0,0.5
8250,Thymbra spicata,7.0,11.0,4.0,8.0,5.0,0.0
8251,Thymelaea coridifolia,9.0,4.0,4.0,3.0,1.0,NA
8252,Thymelaea dioica,7.0,4.0,3.0,7.0,2.0,0.0
8253,Thymelaea hirsuta,8.3,9.3,4.0,7.0,5.0,3.7
8254,Thymelaea passerina,7.7,7.0,3.8,7.8,4.0,0.0
8255,Thymelaea pubescens,8.4,7.0,2.2,7.4,2.4,0.0
8256,Thymelaea ruizii,9.0,6.0,2.0,6.0,1.0,0.0
8257,Thymelaea sanamunda,8.0,8.0,2.0,8.0,4.0,0.0
8258,Thymelaea tartonraira,8.4,9.7,2.1,x,2.9,1.3
8259,Thymelaea tinctoria,8.0,8.0,2.0,7.0,4.0,0.0
8260,Thymus alpestris,7.8,3.2,5.1,4.5,2.5,0.0
8261,Thymus baeticus,NA,8.5,NA,NA,NA,NA
8262,Thymus boissieri,8.5,6.4,3.6,NA,NA,NA
8263,Thymus borysthenicus,8.5,5.8,5.0,NA,NA,NA
8264,Thymus caespititius,9.0,6.0,4.0,2.0,1.0,NA
8265,Thymus calcareus,8.5,5.3,4.5,NA,NA,NA
8266,Thymus carnosus,8.8,9.3,2.4,5.8,3.1,1.8
8267,Thymus ciliatopubescens,8.6,6.1,3.0,7.5,2.5,0.0
8268,Thymus cilicicus,7.0,11.0,4.0,8.0,3.0,0.0
8269,Thymus comosus,7.8,5.7,4.0,6.8,2.6,0.0
8270,Thymus comptus,8.3,8.3,2.8,5.4,2.9,0.4
8271,Thymus dolomiticus,8.0,6.0,4.0,8.0,3.0,0.0
8272,Thymus embergeri,8.0,8.0,3.0,8.0,2.0,0.0
8273,Thymus herba-barona,8.0,4.0,2.0,3.0,4.0,0.0
8274,Thymus leptophyllus,8.7,5.6,2.0,7.0,1.7,0.0
8275,Thymus leucotrichus,8.0,7.0,6.0,8.0,6.0,0.0
8276,Thymus longedentatus,8.3,7.6,3.3,7.8,3.5,0.2
8277,Thymus longicaulis,7.0,7.5,4.0,7.0,3.0,0.0
8278,Thymus mastichina,9.0,7.0,1.0,7.0,1.0,0.0
8279,Thymus mastigophorus,9.0,6.0,1.0,7.0,1.0,NA
8280,Thymus moldavicus,8.5,5.3,5.0,NA,NA,NA
8281,Thymus munbyanus,8.6,5.8,1.5,7.3,1.8,NA
8282,Thymus nervosus,8.0,2.5,4.0,2.0,2.0,0.0
8283,Thymus nitens,8.0,3.0,4.0,4.0,2.0,0.0
8284,Thymus odoratissimus aggr.,7.8,x,3.1,x,2.1,0.0
8285,Thymus pallasianus,8.5,5.5,4.8,NA,NA,NA
8286,Thymus parnassicus,8.6,7.1,3.6,7.1,3.0,0.0
8287,Thymus picentinus,9.0,4.0,3.0,7.0,2.0,0.0
8288,Thymus praecox,8.2,x,2.6,7.2,1.4,0.0
8289,Thymus pulcherrimus,8.0,3.1,5.4,7.0,3.0,0.0
8290,Thymus pulegioides,7.9,5.2,3.8,x,1.7,0.0
8291,Thymus richardii,6.0,8.0,1.0,7.0,1.0,0.0
8292,Thymus serpylloides,8.9,3.8,1.9,6.4,1.1,NA
8293,Thymus serpyllum,7.4,5.4,2.8,4.2,1.4,0.0
8294,Thymus sibthorpii,8.5,7.3,3.0,6.3,2.2,0.1
8295,Thymus spinulosus,9.0,8.0,2.0,2.0,1.0,0.0
8296,Thymus striatus,9.0,8.0,2.0,2.0,1.0,0.0
8297,Thymus tauricus,8.5,5.0,5.0,NA,NA,NA
8298,Thymus vulgaris,8.0,8.3,1.5,7.5,2.5,0.0
8299,Thymus willdenowii,8.8,4.1,1.9,6.8,1.4,NA
8300,Thymus zygioides,8.3,6.2,3.8,NA,NA,NA
8301,Thymus zygis,9.0,6.0,1.0,7.0,1.0,0.0
8302,Tilia begoniifolia,4.5,6.0,6.0,NA,NA,NA
8303,Tilia cordata,4.9,5.7,5.1,6.3,4.9,0.0
8304,Tilia dasystyla,4.5,6.0,6.0,NA,NA,NA
8305,Tilia platyphyllos,x,5.9,5.1,7.3,6.3,0.0
8306,Tilia tomentosa,x,7.1,5.2,6.0,5.5,0.0
8307,Tofieldia calyculata,8.0,4.2,7.9,8.0,2.2,0.0
8308,Tofieldia pusilla,8.0,2.0,8.2,6.4,1.8,0.0
8309,Tolmiea menziesii,3.0,NA,6.0,7.0,7.0,0.0
8310,Tolpis barbata,8.0,9.0,2.0,4.5,2.0,0.0
8311,Tolpis staticifolia,9.0,4.3,3.7,7.7,2.0,0.0
8312,Tolpis umbellata,9.0,9.0,2.0,2.0,1.0,0.0
8313,Tolpis virgata,8.3,8.0,4.0,6.7,x,0.0
8314,Tordylium apulum,8.0,9.3,3.3,7.3,6.0,0.3
8315,Tordylium hirtocarpum,7.0,11.0,3.0,8.0,5.0,0.0
8316,Tordylium maximum,7.3,7.6,3.0,6.0,x,0.0
8317,Tordylium officinale,7.0,9.5,3.5,6.0,6.0,0.0
8318,Tordylium pestalozzae,7.0,10.5,4.5,8.5,6.0,0.0
8319,Torilis africana,7.0,8.0,4.5,7.0,7.0,0.0
8320,Torilis arvensis,7.4,7.2,3.7,7.7,5.4,0.2
8321,Torilis elongata,9.0,7.0,1.0,8.0,7.0,NA
8322,Torilis japonica,6.6,5.9,x,7.6,7.4,0.2
8323,Torilis leptophylla,7.8,9.3,3.0,7.5,5.8,0.0
8324,Torilis nodosa,7.8,x,x,6.9,6.3,0.5
8325,Torilis pseudonodosa,8.0,6.0,4.0,7.0,7.0,0.0
8326,Torilis ucranica,6.8,5.5,5.0,8.0,7.0,0.0
8327,Tozzia alpina,5.5,3.4,x,7.3,6.0,0.0
8328,Trachelium caeruleum,7.0,8.7,5.3,7.3,5.3,0.0
8329,Trachomitum venetum,9.0,8.0,2.0,7.0,1.0,0.0
8330,Trachynia distachya,8.0,9.0,1.5,7.0,2.5,0.5
8331,Trachystemon orientalis,NA,7.0,NA,NA,NA,NA
8332,Tragopogon angustifolius,8.5,6.5,3.5,7.5,2.5,0.0
8333,Tragopogon balcanicus,8.2,NA,4.0,NA,NA,NA
8334,Tragopogon borystenicus,8.0,5.5,4.8,NA,NA,NA
8335,Tragopogon brevirostris,8.3,5.6,4.0,6.7,1.5,0.2
8336,Tragopogon crocifolius,9.0,x,2.0,6.0,2.5,0.0
8337,Tragopogon dasyrhynchus,7.5,5.5,5.0,NA,NA,NA
8338,Tragopogon dubius,7.8,x,3.6,7.0,x,0.0
8339,Tragopogon floccosus,8.0,8.0,2.0,8.0,1.0,0.0
8340,Tragopogon lamottei,9.0,6.0,1.0,6.0,3.0,NA
8341,Tragopogon lassithicus,9.0,6.0,4.0,NA,5.0,0.0
8342,Tragopogon podolicus,7.5,4.5,5.0,NA,NA,NA
8343,Tragopogon porrifolius,8.1,x,4.1,7.0,5.3,0.0
8344,Tragopogon pratensis,7.5,x,4.2,6.8,x,0.0
8345,Tragopogon samaritanii,9.0,5.0,3.0,7.0,2.0,0.0
8346,Tragopogon tanaiticus,8.3,5.0,5.0,NA,NA,NA
8347,Tragopogon tommasinii,7.0,6.5,4.0,7.0,2.0,0.0
8348,Tragopogon ucrainicus,8.5,5.0,5.8,NA,NA,NA
8349,Tragus racemosus,8.4,8.2,3.4,7.0,5.6,0.4
8350,Trapa natans,8.1,7.0,11.2,6.2,7.6,0.0
8351,Traunsteinera globosa,7.0,3.6,5.4,7.6,3.2,0.0
8352,Tribulus terrestris,8.4,x,3.5,7.2,x,0.2
8353,Tricholaena teneriffae,8.0,8.0,2.0,5.0,3.0,1.0
8354,Trichomanes speciosum,1.5,x,7.0,x,2.5,0.0
8355,Trichophorum alpinum,8.0,4.0,9.5,x,2.0,0.0
